nama_provinsi,nama_kabupaten,nama_kecamatan,nama_kelurahan,jumlah_penduduk,satuan,latitude,longitude,Timbunan_Sampah,tahun
JAWA BARAT,KABUPATEN BOGOR,PARUNG PANJANG,BATU TULIS,2463,JIWA,-657.207.499.953.827,106.550.665.400.151,1382,2025
JAWA BARAT,KABUPATEN BOGOR,PARUNG PANJANG,SUKAMAJU,4935,JIWA,-654.793.691.560.969,106.514.217.195.305,2677,2025
JAWA BARAT,KABUPATEN BOGOR,PARUNG PANJANG,CIGUDEG,3491,JIWA,-643.051.309.821.683,106.576.459.312.383,1633,2025
JAWA BARAT,KABUPATEN BOGOR,PARUNG PANJANG,BUNAR,4336,JIWA,-652.775.869.769.174,106.502.434.400.544,1434,2025
JAWA BARAT,KABUPATEN BOGOR,PARUNG PANJANG,BANYURESMI,9849,JIWA,-652.746.279.424.028,106.587.872.324.375,5097,2025
JAWA BARAT,KABUPATEN BOGOR,PARUNG PANJANG,CINTAMANIK,6884,JIWA,-648.841.924.955.784,106.529.096.571.266,4612,2025
JAWA BARAT,KABUPATEN BOGOR,PARUNG PANJANG,ARGAPURA,6779,JIWA,-646.360.904.191.883,106.499.489.544.831,3962,2025
JAWA BARAT,KABUPATEN BOGOR,PARUNG PANJANG,BANGUNJAYA,3176,JIWA,-645.710.449.639.078,106.540.729.902.711,1544,2025
JAWA BARAT,KABUPATEN BOGOR,PARUNG PANJANG,RENGASJAJAR,6965,JIWA,-644.605.240.549.498,10.656.429.980.257,3824,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,BATUJAJAR,5469,JIWA,-642.512.911.654.275,106.576.085.694.292,2896,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,WARGAJAYA,8190,JIWA,-653.171.650.438.474,10.653.778.389.964,5413,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,SUKARAKSA,7152,JIWA,-658.355.699.883.035,106.526.000.097.001,4129,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,BANYUWANGI,9244,JIWA,-650.818.932.200.809,106.552.479.187.189,5349,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,BANYUASIH,5114,JIWA,-648.643.442.620.334,10.658.773.888.862,1573,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,MEKARJAYA,5050,JIWA,-651.953.953.388.651,106.517.191.072.188,1944,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,TAPOS,3808,JIWA,-639.705.490.612.341,106.493.597.998.454,1972,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,CIOMAS,6001,JIWA,-641.642.141.715.973,106.528.945.976.531,3281,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,BATOK,4132,JIWA,-636.588.800.191.037,10.650.538.000.198,2241,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,BABAKAN,4960,JIWA,-635.524.640.335.953,106.462.571.208.776,3417,2025
JAWA BARAT,KABUPATEN BOGOR,NANGGUNG,TENJO,3587,JIWA,-632.868.764.630.669,10.646.177.689.163,2102,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,CILAKU,3508,JIWA,-633.629.000.148.358,106.467.743.100.357,2013,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,SINGABRAJA,4365,JIWA,-634.995.020.218.032,106.443.531.906.032,1895,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,SINGABANGSA,5993,JIWA,-631.582.043.109.127,106.469.993.724.058,2827,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,BOJONG,7561,JIWA,-638.073.109.858.524,106.443.531.895.108,4829,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,CILEUNGSI,12937,JIWA,-673.010.849.247.759,106.903.398.099.687,8578,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,CITAPEN,4626,JIWA,-66.965.485.965.592,106.869.465.692.135,2405,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,CIBEDUG,1976,JIWA,-670.983.359.808.532,106.891.439.331.699,941,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,JAMBULUWUK,2714,JIWA,-669.117.071.803.001,106.878.374.085.604,1085,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,BANJARSARI,5429,JIWA,-668.368.072.654.789,106.869.469.854.907,2072,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,TELUK PINANG,11763,JIWA,-6.681.725.731.058,106.851.765.065.953,6463,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,BANJAR WARU,4194,JIWA,-666.875.560.334.445,106.854.713.298.953,2230,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,BENDUNGAN,7885,JIWA,-665.806.207.863.711,106.881.070.140.591,4586,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,PANDAN SARI,4523,JIWA,-665.086.471.252.175,106.860.666.443.861,2594,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,BOJONG MURNI,15414,JIWA,-67.068.022.317.396,106.903.799.049.607,8336,2025
JAWA BARAT,KABUPATEN BOGOR,CIGUDEG,BANJAR WANGI,5931,JIWA,-668.156.126.320.456,106.860.861.172.618,3340,2025
JAWA BARAT,KABUPATEN BOGOR,TENJO,CIAWI,6397,JIWA,-666.303.389.534.113,106.856.206.698.856,3091,2025
JAWA BARAT,KABUPATEN BOGOR,TENJO,BITUNGSARI,7975,JIWA,-668.205.380.554.264,106.840.034.314.078,4705,2025
JAWA BARAT,KABUPATEN BOGOR,TENJO,BATULAYANG,12743,JIWA,-667.573.895.684.168,106.949.072.511.851,7050,2025
JAWA BARAT,KABUPATEN BOGOR,TENJO,JOGJOGAN,4090,JIWA,-666.215.993.552.281,106.932.910.340.116,2038,2025
JAWA BARAT,KABUPATEN BOGOR,TENJO,CIBEUREUM,4566,JIWA,-672.328.746.278.607,106.950.617.499.707,3272,2025
JAWA BARAT,KABUPATEN BOGOR,TENJO,CILEMBER,4909,JIWA,-665.144.536.966.717,106.919.589.067.958,2724,2025
JAWA BARAT,KABUPATEN BOGOR,TENJO,CITEKO,2980,JIWA,-668.794.109.771.671,106.926.976.227.888,1100,2025
JAWA BARAT,KABUPATEN BOGOR,TENJO,TUGU SELATAN,7452,JIWA,-671.476.347.934.476,106.971.162.997.475,3209,2025
JAWA BARAT,KABUPATEN BOGOR,TENJO,LEUWIMALANG,6520,JIWA,-666.880.504.443.151,106.928.538.510.867,4544,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,KOPO,5995,JIWA,-667.358.226.990.619,106.918.535.086.554,3060,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,TUGU UTARA,4783,JIWA,-668.889.428.444.623,106.977.182.664.072,1615,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,KUTA,6927,JIWA,-670.341.867.999.553,106.926.856.376.612,3180,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,GADOG,6848,JIWA,-666.042.526.454.505,106.872.424.039.475,3295,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,SUKAKARYA,9487,JIWA,-667.369.030.137.123,106.897.496.396.434,4487,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,MEGAMENDUNG,11931,JIWA,-66.793.736.460.462,106.892.655.492.559,5458,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,CIPAYUNG DATAR,4803,JIWA,-665.114.639.786.819,106.882.774.651.476,3396,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,SUKAMANAH,6974,JIWA,-668.799.759.935.275,10.689.307.019.917,4598,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,SUKAGALIH,4227,JIWA,-668.871.391.991.898,106.909.300.010.015,2220,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,CIPAYUNG GIRANG,4452,JIWA,-664.658.134.511.646,1.069.048.900.217,2755,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,SUKAMAHI,5541,JIWA,-666.813.181.250.421,106.872.422.767.417,3142,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,SUKARESMI,4580,JIWA,-67.029.204.045.513,106.907.824.495.739,2741,2025
JAWA BARAT,KABUPATEN BOGOR,CIAWI,PASIR MUNCANG,12292,JIWA,-672.354.777.966.659,106.831.154.329.943,5786,2025
JAWA BARAT,KABUPATEN BOGOR,CISARUA,CIMANDE HILIR,4540,JIWA,-670.067.479.026.177,106.825.212.301.577,1572,2025
JAWA BARAT,KABUPATEN BOGOR,CISARUA,CIDERUM,3463,JIWA,-669.595.026.263.409,106.850.201.320.896,1938,2025
JAWA BARAT,KABUPATEN BOGOR,CISARUA,CARINGIN,8640,JIWA,-670.581.674.406.945,106.822.328.930.032,5066,2025
JAWA BARAT,KABUPATEN BOGOR,CISARUA,CIHERANG PONDOK,8993,JIWA,-668.965.679.972.319,106.832.016.303.576,5497,2025
JAWA BARAT,KABUPATEN BOGOR,CISARUA,CINAGARA,6568,JIWA,-67.515.461.648.862,106.861.786.091.216,4530,2025
JAWA BARAT,KABUPATEN BOGOR,CISARUA,CIMANDE,10555,JIWA,-674.593.340.189.853,106.896.592.776.523,6344,2025
JAWA BARAT,KABUPATEN BOGOR,CISARUA,PANCAWATI,6477,JIWA,-671.364.500.483.399,106.859.138.700.465,2966,2025
JAWA BARAT,KABUPATEN BOGOR,CISARUA,MUARA JAYA,8480,JIWA,-671.900.164.235.854,106.816.441.359.904,4236,2025
JAWA BARAT,KABUPATEN BOGOR,CISARUA,BASIR BUNCIR,7107,JIWA,-675.774.689.713.568,106.850.287.876.323,4363,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,LEMAH DUHUR,11683,JIWA,-672.796.449.462.623,106.854.713.298.804,6903,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,TANGKIL,6832,JIWA,-674.660.581.596.999,106.873.890.927.336,4532,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,CIJERUK,9453,JIWA,-668.149.117.709.477,106.797.059.892.468,5504,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,CIPELANG,8534,JIWA,-669.325.845.876.274,10.677.949.848.252,4401,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,WARUNG MENTENG,8264,JIWA,-67.012.947.052.051,106.807.513.602.124,3691,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,TAJUR HALANG,10825,JIWA,-667.785.587.156.822,106.779.543.702.905,8254,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,CIPICUNG,5085,JIWA,-666.654.435.729.651,106.808.849.236.571,1537,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,CIBALUNG,6210,JIWA,-668.707.899.326.525,106.808.988.505.663,3283,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,SUKAHARJA,4877,JIWA,-667.307.580.434.399,106.767.696.695.946,3345,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,PALASARI,6391,JIWA,-666.175.460.199.252,106.797.189.995.272,3485,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,TANJUNGSARI,6810,JIWA,-667.869.798.067.288,106.789.835.137.025,4602,2025
JAWA BARAT,KABUPATEN BOGOR,MEGAMENDUNG,MEKARJAYA,4787,JIWA,-661.225.420.066.033,106.778.018.905.653,5672,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,SUKAHARJA,5093,JIWA,-660.194.361.057.201,106.765.683.822.854,5910,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,PARAKAN,6014,JIWA,-662.025.310.301.642,106.769.167.052.262,1502,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,CIOMAS,4129,JIWA,-660.248.364.298.167,106.765.785.498.477,1515,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,PAGELARAN,2942,JIWA,-661.286.410.144.078,106.760.323.897.566,1349,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,SUKAMAKMUR,7452,JIWA,-661.316.839.468.378,106.751.488.858.117,4061,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,CIAPUS,6348,JIWA,-659.650.648.361.595,106.750.002.720.838,6041,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,KOTA BATU,4794,JIWA,-662.712.300.022.423,106.780.163.898.355,1559,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,LALADON,4725,JIWA,-658.601.740.727.007,106.755.900.403.504,1512,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,CIOMAS RAHAYU,7960,JIWA,-659.968.231.882.668,106.769.152.196.244,5263,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,SUKADAMAI,5010,JIWA,-659.970.189.756.665,106.769.171.201.829,2905,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,CIHERANG,4228,JIWA,-658.723.032.634.995,106.750.282.539.337,1499,2025
JAWA BARAT,KABUPATEN BOGOR,CARINGIN,SINARSARI,6122,JIWA,-658.295.112.733.914,106.733.907.683.564,3207,2025
JAWA BARAT,KABUPATEN BOGOR,CIJERUK,SUKAWENING,5708,JIWA,-660.205.200.152.917,106.738.207.203.879,2987,2025
JAWA BARAT,KABUPATEN BOGOR,CIJERUK,PETIR,3621,JIWA,-660.780.021.509.629,106.720.525.224.349,1338,2025
JAWA BARAT,KABUPATEN BOGOR,CIJERUK,PURWASARI,6887,JIWA,-66.221.037.137.505,106.716.092.596.172,3385,2025
JAWA BARAT,KABUPATEN BOGOR,CIJERUK,CIKARAWANG,4462,JIWA,-654.570.296.596.795,106.732.309.936.231,2773,2025
JAWA BARAT,KABUPATEN BOGOR,CIJERUK,BABAKAN,5049,JIWA,-655.618.199.924.222,106.726.412.502.339,2744,2025
JAWA BARAT,KABUPATEN BOGOR,CIJERUK,DRAMAGA,2103,JIWA,-657.766.898.368.174,106.731.921.805.903,993,2025
JAWA BARAT,KABUPATEN BOGOR,CIJERUK,NEGLASARI,2316,JIWA,-658.570.105.363.779,106.725.017.238.673,1208,2025
JAWA BARAT,KABUPATEN BOGOR,CIJERUK,SUKAMANTRI,7615,JIWA,-664.713.399.356.814,106.773.594.994.349,3670,2025
JAWA BARAT,KABUPATEN BOGOR,CIJERUK,PASIREURIH,2599,JIWA,-663.724.912.386.269,106.761.807.011.066,9744,2025
JAWA BARAT,KABUPATEN BOGOR,CIOMAS,TAMANSARI,7189,JIWA,-664.903.918.421.932,106.754.972.223.241,4021,2025
JAWA BARAT,KABUPATEN BOGOR,CIOMAS,SUKALUYU,7089,JIWA,-664.210.836.097.663,106.742.452.117.044,3985,2025
JAWA BARAT,KABUPATEN BOGOR,CIOMAS,SUKARESMI,8317,JIWA,-662.720.081.510.303,106.755.814.544.066,3986,2025
JAWA BARAT,KABUPATEN BOGOR,CIOMAS,SUKAJAYA,3942,JIWA,-66.382.495.838.744,106.732.351.546.217,1841,2025
JAWA BARAT,KABUPATEN BOGOR,CIOMAS,SUKAJADI,9157,JIWA,-663.867.630.142.486,106.720.515.403.593,6108,2025
JAWA BARAT,KABUPATEN BOGOR,CIOMAS,KLAPANUNGGAL,9240,JIWA,-645.201.557.429.344,106.956.803.706.294,4334,2025
JAWA BARAT,KABUPATEN BOGOR,CIOMAS,BOJONG,4511,JIWA,-644.941.653.369.119,106.997.838.140.884,1936,2025
JAWA BARAT,KABUPATEN BOGOR,CIOMAS,NAMBO,4940,JIWA,-647.479.979.516.742,106.929.957.898.875,1527,2025
JAWA BARAT,KABUPATEN BOGOR,CIOMAS,LULUT,5759,JIWA,-649.317.972.701.333,106.915.262.440.921,9632,2025
JAWA BARAT,KABUPATEN BOGOR,CIOMAS,CIKAHURIPAN,3380,JIWA,-645.534.640.204.435,10.697.423.089.757,1940,2025
JAWA BARAT,KABUPATEN BOGOR,DRAMAGA,KEMBANG KUNING,9631,JIWA,-645.142.690.336.816,106.938.811.787.605,5660,2025
JAWA BARAT,KABUPATEN BOGOR,DRAMAGA,BANTAR JATI,3395,JIWA,-646.801.230.004.177,106.903.398.098.753,1864,2025
JAWA BARAT,KABUPATEN BOGOR,DRAMAGA,LEUWIKARET,4328,JIWA,-651.543.300.536.765,106.941.763.212.827,1919,2025
JAWA BARAT,KABUPATEN BOGOR,DRAMAGA,LIGARMUKTI,3313,JIWA,-649.369.770.536.456,106.977.182.681.239,1623,2025
JAWA BARAT,KABUPATEN BOGOR,DRAMAGA,PUTAT NUTUG,4260,JIWA,-6.465.715.702.932,106.667.448.399.477,4769,2025
JAWA BARAT,KABUPATEN BOGOR,DRAMAGA,CISEENG,3431,JIWA,-644.163.950.355.768,106.695.251.297.509,1957,2025
JAWA BARAT,KABUPATEN BOGOR,DRAMAGA,PARIGI MEKAR,5307,JIWA,-644.933.044.122.431,106.696.928.356.525,2936,2025
JAWA BARAT,KABUPATEN BOGOR,DRAMAGA,CIBENTANG,3398,JIWA,-643.985.700.003.418,10.667.334.410.272,1311,2025
JAWA BARAT,KABUPATEN BOGOR,DRAMAGA,CIBEUTEUNG UDIK,6566,JIWA,-648.538.436.700.192,106.691.002.860.995,4829,2025
JAWA BARAT,KABUPATEN BOGOR,DRAMAGA,KARIHKIL,2334,JIWA,-648.585.401.256.122,106.679.319.900.054,1218,2025
JAWA BARAT,KABUPATEN BOGOR,TAMANSARI,BABAKAN,5084,JIWA,-644.925.970.537.322,106.677.935.889.606,2839,2025
JAWA BARAT,KABUPATEN BOGOR,TAMANSARI,CIHOE,3118,JIWA,-643.054.154.645.823,106.683.659.722.494,1911,2025
JAWA BARAT,KABUPATEN BOGOR,TAMANSARI,CIBEUTEUNG MUARA,3550,JIWA,-644.523.497.776.096,106.661.771.972.421,1485,2025
JAWA BARAT,KABUPATEN BOGOR,TAMANSARI,KURIPAN,3862,JIWA,-641.973.009.430.515,106.661.552.900.434,1924,2025
JAWA BARAT,KABUPATEN BOGOR,TAMANSARI,BANTARJAYA,4170,JIWA,-653.028.850.231.969,10.673.230.969.416,1529,2025
JAWA BARAT,KABUPATEN BOGOR,TAMANSARI,BANTARSARI,6072,JIWA,-65.200.144.892.755,106.732.309.691.226,3250,2025
JAWA BARAT,KABUPATEN BOGOR,TAMANSARI,PASIRGAOK,3552,JIWA,-65.358.165.224.713,106.720.483.208.757,1951,2025
JAWA BARAT,KABUPATEN BOGOR,TAMANSARI,RANCABUNGUR,3172,JIWA,-653.816.561.511.028,106.731.255.948.349,1374,2025
JAWA BARAT,KABUPATEN BOGOR,KLAPANUNGGAL,MEKARSARI,3949,JIWA,-651.297.801.488.563,10.668.860.500.935,2908,2025
JAWA BARAT,KABUPATEN BOGOR,KLAPANUNGGAL,CANDALI,5053,JIWA,-650.795.238.535.239,106.699.450.775.155,2954,2025
JAWA BARAT,KABUPATEN BOGOR,KLAPANUNGGAL,CIMULANG,3942,JIWA,-652.042.730.053.165,106.714.517.322.156,1900,2025
JAWA BARAT,KABUPATEN BOGOR,KLAPANUNGGAL,CISARUA,6194,JIWA,-668.741.636.283.196,10.694.001.723.338,3247,2025
JAWA BARAT,KABUPATEN BOGOR,KLAPANUNGGAL,KIARASARI,3433,JIWA,-668.510.999.956.266,106.493.656.096.165,1627,2025
JAWA BARAT,KABUPATEN BOGOR,KLAPANUNGGAL,SUKAJAYA,2881,JIWA,-658.959.841.446.361,106.489.949.140.109,2531,2025
JAWA BARAT,KABUPATEN BOGOR,KLAPANUNGGAL,SIPAYUNG,3147,JIWA,-657.158.506.973.277,106.505.211.938.125,1914,2025
JAWA BARAT,KABUPATEN BOGOR,KLAPANUNGGAL,CILEUKSA,3054,JIWA,-659.362.042.256.705,106.447.367.188.824,1672,2025
JAWA BARAT,KABUPATEN BOGOR,KLAPANUNGGAL,KIARAPANDAK,5901,JIWA,-662.326.500.200.191,106.493.590.605.404,3016,2025
JAWA BARAT,KABUPATEN BOGOR,CISEENG,HARKATJAYA,3971,JIWA,-660.474.599.848.994,10.650.832.560.192,1978,2025
JAWA BARAT,KABUPATEN BOGOR,CISEENG,SUKAMULIH,3203,JIWA,-656.189.623.418.904,106.481.822.169.548,1909,2025
JAWA BARAT,KABUPATEN BOGOR,CISEENG,PASIR MADANG,3727,JIWA,-660.290.535.037.852,106.470.195.080.076,1872,2025
JAWA BARAT,KABUPATEN BOGOR,CISEENG,JAYARAHARJA,7531,JIWA,-659.205.008.116.582,106.498.742.578.562,3899,2025
JAWA BARAT,KABUPATEN BOGOR,CISEENG,URUG,7581,JIWA,-662.079.809.966.445,106.509.299.199.644,3993,2025
JAWA BARAT,KABUPATEN BOGOR,CISEENG,TANJUNGSARI,7044,JIWA,-661.664.801.236.984,107.156.622.969.755,4551,2025
JAWA BARAT,KABUPATEN BOGOR,CISEENG,SELAWANGI,3508,JIWA,-657.367.669.241.681,10.709.799.301.581,1571,2025
JAWA BARAT,KABUPATEN BOGOR,CISEENG,TANJUNGRASA,5629,JIWA,-657.804.588.534.174,107.133.672.868.823,2788,2025
JAWA BARAT,KABUPATEN BOGOR,CISEENG,ANTAJAYA,2936,JIWA,-658.931.910.319.331,107.177.993.613.036,1664,2025
JAWA BARAT,KABUPATEN BOGOR,CISEENG,PASIR TANJUNG,3994,JIWA,-660.083.340.224.728,107.142.544.197.346,1933,2025
JAWA BARAT,KABUPATEN BOGOR,RANCA BUNGUR,CIBADAK,5765,JIWA,-662.755.040.247.334,107.113.007.005.028,3431,2025
JAWA BARAT,KABUPATEN BOGOR,RANCA BUNGUR,SUKARASA,5214,JIWA,-660.291.064.782.204,107.083.473.404.215,2856,2025
JAWA BARAT,KABUPATEN BOGOR,RANCA BUNGUR,SIRNASARI,4857,JIWA,-66.336.880.073.957,107.157.314.198.696,2768,2025
JAWA BARAT,KABUPATEN BOGOR,RANCA BUNGUR,BUANAJAYA,7257,JIWA,-662.522.729.217.469,107.183.335.310.493,2717,2025
JAWA BARAT,KABUPATEN BOGOR,RANCA BUNGUR,SIRNARASA,2596,JIWA,-665.152.936.879.945,107.132.814.161.204,1394,2025
JAWA BARAT,KABUPATEN BOGOR,RANCA BUNGUR,CITAYAM,7175,JIWA,-644.191.175.363.405,10.674.240.327.858,4082,2025
JAWA BARAT,KABUPATEN BOGOR,RANCA BUNGUR,SASAK PANJANG,3094,JIWA,-645.256.920.314.784,106.765.151.884.787,1434,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,NANGGERANG,4368,JIWA,-646.708.069.859.717,106.779.493.500.612,4367,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,SUKMAJAYA,3452,JIWA,-648.228.717.787.301,106.779.642.488.329,2867,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,TONJONG,6558,JIWA,-649.094.485.635.833,106.766.198.381.431,4025,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,KALISUREN,6819,JIWA,-646.248.699.484.873,106.740.090.709.375,3877,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,CIGOMBONG,6916,JIWA,-673.626.959.962.071,106.819.671.759.564,5313,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,WATESJAYA,4761,JIWA,-675.652.543.743.151,106.811.938.167.499,2942,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,CIBURUY,7842,JIWA,-673.356.695.580.691,106.809.004.912.844,3908,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,SROGOL,7821,JIWA,-674.202.863.467.186,10.681.923.639.415,3877,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,CISALADA,10182,JIWA,-673.368.179.932.832,106.793.851.700.189,6600,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,TUGUJAYA,5019,JIWA,-673.956.472.989.098,106.779.647.922.305,2648,2025
JAWA BARAT,KABUPATEN BOGOR,SUKAJAYA,PASIRJAYA,8033,JIWA,-674.304.581.557.981,106.804.254.194.165,2896,2025
JAWA BARAT,KABUPATEN BOGOR,TANJUNGSARI,CIBURAYUT,8655,JIWA,-67.198.396.970.433,106.792.765.806.017,5309,2025
JAWA BARAT,KABUPATEN BOGOR,TANJUNGSARI,CIADEG,3504,JIWA,-671.283.150.118.331,10.680.898.850.357,1531,2025
JAWA BARAT,KABUPATEN BOGOR,TANJUNGSARI,LEUWISADENG,5916,JIWA,-656.645.394.773.475,1.065.958.594.032,2839,2025
JAWA BARAT,KABUPATEN BOGOR,TANJUNGSARI,BABAKAN SADENG,7132,JIWA,-657.147.229.923.896,106.579.032.300.552,4370,2025
JAWA BARAT,KABUPATEN BOGOR,TANJUNGSARI,SADENG KOLOT,4576,JIWA,-659.699.970.879.773,106.584.925.597.366,2940,2025
JAWA BARAT,KABUPATEN BOGOR,TANJUNGSARI,WANGUNJAYA,4766,JIWA,-658.691.251.608.931,106.579.035.173.374,3341,2025
JAWA BARAT,KABUPATEN BOGOR,TANJUNGSARI,KALONG I,6970,JIWA,-655.673.251.153.398,106.561.408.825.558,3751,2025
JAWA BARAT,KABUPATEN BOGOR,TANJUNGSARI,KALONG II,7339,JIWA,-655.753.595.224.405,106.571.231.025.405,4233,2025
JAWA BARAT,KABUPATEN BOGOR,TANJUNGSARI,SADENG,20826,JIWA,-655.601.901.910.861,1.065.849.256.022,12578,2025
JAWA BARAT,KABUPATEN BOGOR,TANJUNGSARI,SIBANTENG,3339,JIWA,-655.545.141.770.363,106.596.480.947.289,1861,2025
JAWA BARAT,KABUPATEN BOGOR,TAJURHALANG,TAPOS I,8077,JIWA,-667.779.815.218.413,10.670.577.121.214,4288,2025
JAWA BARAT,KABUPATEN BOGOR,TAJURHALANG,TAPOS II,8626,JIWA,-663.464.179.465.878,106.691.065.152.229,4763,2025
JAWA BARAT,KABUPATEN BOGOR,TAJURHALANG,CIBITUNG TENGAH,8463,JIWA,-661.932.238.131.902,106.691.032.198.261,4896,2025
JAWA BARAT,KABUPATEN BOGOR,TAJURHALANG,SITUDAUN,6289,JIWA,-662.364.369.678.369,106.708.721.597.909,4373,2025
JAWA BARAT,KABUPATEN BOGOR,TAJURHALANG,CINANGNENG,3783,JIWA,-66.056.951.018.833,106.709.282.157.615,1914,2025
JAWA BARAT,KABUPATEN BOGOR,TAJURHALANG,GUNUNG MALANG,5562,JIWA,-666.956.466.498.066,1.067.205.154.411,2839,2025
JAWA BARAT,KABUPATEN BOGOR,TAJURHALANG,GUNUNG MULYA,4130,JIWA,-658.080.202.096.821,106.767.781.426.022,1545,2025
