Wilayah,Tahun,Prediksi_Penduduk,Prediksi_Timbulan_Sampah,Kategori,latitude,longitude
CITARINGGUL,2025,8616,3871.33,Rendah,-6.5679549999999995,106.85921400000002
CITARINGGUL,2026,8801,4543.99,Rendah,-6.5679549999999995,106.85921400000002
CITARINGGUL,2027,8991,5107.42,Sedang,-6.5679549999999995,106.85921400000002
CITARINGGUL,2028,9184,5258.62,Sedang,-6.5679549999999995,106.85921400000002
CITARINGGUL,2029,9382,5258.62,Sedang,-6.5679549999999995,106.85921400000002
CITAYAM,2025,12158,5712.59,Sedang,-6.441911999999999,106.74240300000001
CITAYAM,2026,12304,6746.77,Sedang,-6.441911999999999,106.74240300000001
CITAYAM,2027,12452,7587.92,Sedang,-6.441911999999999,106.74240300000001
CITAYAM,2028,12601,7819.62,Sedang,-6.441911999999999,106.74240300000001
CITAYAM,2029,12752,7819.62,Sedang,-6.441911999999999,106.74240300000001
CITEKO,2025,11918,6633.7,Sedang,-6.687941,106.926976
CITEKO,2026,12156,7857.9,Sedang,-6.687941,106.926976
CITEKO,2027,12399,8910.64,Tinggi,-6.687941,106.926976
CITEKO,2028,12647,9000.78,Tinggi,-6.687941,106.926976
CITEKO,2029,12900,9000.78,Tinggi,-6.687941,106.926976
CITEUREUP,2025,17901,9673.56,Tinggi,-6.488221,106.88161400000001
CITEUREUP,2026,18259,11566.76,Tinggi,-6.488221,106.88161400000001
CITEUREUP,2027,18624,12987.17,Tinggi,-6.488221,106.88161400000001
CITEUREUP,2028,18997,12987.17,Tinggi,-6.488221,106.88161400000001
CITEUREUP,2029,19377,12987.17,Tinggi,-6.488221,106.88161400000001
COGREG,2025,18924,8283.56,Sedang,-6.4224440000000005,106.69187
COGREG,2026,19391,9854.14,Tinggi,-6.4224440000000005,106.69187
COGREG,2027,19870,11174.09,Tinggi,-6.4224440000000005,106.69187
COGREG,2028,20361,11303.76,Tinggi,-6.4224440000000005,106.69187
COGREG,2029,20864,11303.76,Tinggi,-6.4224440000000005,106.69187
CURUG,2025,8229,7653.75,Sedang,-6.491451,106.434698
CURUG,2026,11353,4870.26,Sedang,-6.491451,106.434698
CURUG,2027,15664,8963.79,Tinggi,-6.491451,106.434698
CURUG,2028,21612,7252.66,Sedang,-6.491451,106.434698
CURUG,2029,29818,10049.47,Tinggi,-6.491451,106.434698
CURUGBITUNG,2025,11373,5658.47,Sedang,-6.635122,106.52592899999999
CURUGBITUNG,2026,11600,6673.09,Sedang,-6.635122,106.52592899999999
CURUGBITUNG,2027,11832,7522.37,Sedang,-6.635122,106.52592899999999
CURUGBITUNG,2028,12069,7711.99,Sedang,-6.635122,106.52592899999999
CURUGBITUNG,2029,12311,7711.99,Sedang,-6.635122,106.52592899999999
DAGO,2025,7245,3105.25,Rendah,-6.406863000000001,106.584879
DAGO,2026,7472,3636.64,Rendah,-6.406863000000001,106.584879
DAGO,2027,7707,4109.17,Rendah,-6.406863000000001,106.584879
DAGO,2028,7949,4165.76,Rendah,-6.406863000000001,106.584879
DAGO,2029,8199,4165.76,Rendah,-6.406863000000001,106.584879
DAYEUH,2025,32454,13033.0,Tinggi,-6.432587,106.96537599999999
DAYEUH,2026,33890,15669.08,Tinggi,-6.432587,106.96537599999999
DAYEUH,2027,35391,17490.97,Tinggi,-6.432587,106.96537599999999
DAYEUH,2028,36957,17490.97,Tinggi,-6.432587,106.96537599999999
DAYEUH,2029,38593,17490.97,Tinggi,-6.432587,106.96537599999999
DRAMAGA,2025,15164,6901.43,Sedang,-6.577669,106.73192199999998
DRAMAGA,2026,15426,8182.55,Sedang,-6.577669,106.73192199999998
DRAMAGA,2027,15693,9228.05,Tinggi,-6.577669,106.73192199999998
DRAMAGA,2028,15965,9450.6,Tinggi,-6.577669,106.73192199999998
DRAMAGA,2029,16241,9450.6,Tinggi,-6.577669,106.73192199999998
DUKUH,2025,7060,3594.68,Rendah,-6.565066,106.65418400000001
DUKUH,2026,7069,4225.24,Rendah,-6.565066,106.65418400000001
DUKUH,2027,7077,4780.01,Sedang,-6.565066,106.65418400000001
DUKUH,2028,7086,4836.39,Sedang,-6.565066,106.65418400000001
DUKUH,2029,7094,4836.39,Sedang,-6.565066,106.65418400000001
GADOG,2025,8115,3728.87,Rendah,-6.660425000000001,106.872424
GADOG,2026,8267,4377.22,Rendah,-6.660425000000001,106.872424
GADOG,2027,8422,4928.36,Sedang,-6.660425000000001,106.872424
GADOG,2028,8579,5050.27,Sedang,-6.660425000000001,106.872424
GADOG,2029,8740,5050.27,Sedang,-6.660425000000001,106.872424
GALUGA,2025,6437,3126.32,Rendah,-6.564131000000001,106.643867
GALUGA,2026,6506,3669.89,Rendah,-6.564131000000001,106.643867
GALUGA,2027,6577,4165.54,Rendah,-6.564131000000001,106.643867
GALUGA,2028,6648,4172.67,Rendah,-6.564131000000001,106.643867
GALUGA,2029,6720,4172.67,Rendah,-6.564131000000001,106.643867
GANDOANG,2025,19249,9809.24,Tinggi,-6.410535999999999,107.01252
GANDOANG,2026,19301,11748.16,Tinggi,-6.410535999999999,107.01252
GANDOANG,2027,19354,13205.16,Tinggi,-6.410535999999999,107.01252
GANDOANG,2028,19407,13205.16,Tinggi,-6.410535999999999,107.01252
GANDOANG,2029,19460,13205.16,Tinggi,-6.410535999999999,107.01252
GINTUNGCILEJET,2025,8311,4128.22,Rendah,-6.356699999999999,106.52648000000002
GINTUNGCILEJET,2026,8343,4857.27,Sedang,-6.356699999999999,106.52648000000002
GINTUNGCILEJET,2027,8376,5473.11,Sedang,-6.356699999999999,106.52648000000002
GINTUNGCILEJET,2028,8409,5600.82,Sedang,-6.356699999999999,106.52648000000002
GINTUNGCILEJET,2029,8442,5600.82,Sedang,-6.356699999999999,106.52648000000002
GIRIMULYA,2025,7860,4878.29,Sedang,-6.569406000000001,106.67776599999999
GIRIMULYA,2026,8017,5715.43,Sedang,-6.569406000000001,106.67776599999999
GIRIMULYA,2027,8178,6498.43,Sedang,-6.569406000000001,106.67776599999999
GIRIMULYA,2028,8341,6534.97,Sedang,-6.569406000000001,106.67776599999999
GIRIMULYA,2029,8508,6534.97,Sedang,-6.569406000000001,106.67776599999999
GOBANG,2025,10204,5869.06,Sedang,-6.5176810000000005,106.64979699999999
GOBANG,2026,11110,6910.37,Sedang,-6.5176810000000005,106.64979699999999
GOBANG,2027,12097,7812.27,Sedang,-6.5176810000000005,106.64979699999999
GOBANG,2028,13171,7942.4,Sedang,-6.5176810000000005,106.64979699999999
GOBANG,2029,14340,7942.4,Sedang,-6.5176810000000005,106.64979699999999
GOROWONG,2025,10275,5103.06,Sedang,-6.397588000000001,106.55546099999997
GOROWONG,2026,10306,6021.83,Sedang,-6.397588000000001,106.55546099999997
GOROWONG,2027,10337,6777.24,Sedang,-6.397588000000001,106.55546099999997
GOROWONG,2028,10369,6965.49,Sedang,-6.397588000000001,106.55546099999997
GOROWONG,2029,10400,6965.49,Sedang,-6.397588000000001,106.55546099999997
GUNUNG MALANG,2025,8425,3902.9,Rendah,-6.669565,106.72051499999998
GUNUNG MALANG,2026,8566,4585.24,Rendah,-6.669565,106.72051499999998
GUNUNG MALANG,2027,8710,5157.81,Sedang,-6.669565,106.72051499999998
GUNUNG MALANG,2028,8856,5298.64,Sedang,-6.669565,106.72051499999998
GUNUNG MALANG,2029,9004,5298.64,Sedang,-6.669565,106.72051499999998
GUNUNG MULYA,2025,7808,3632.69,Rendah,-6.5808019999999985,106.76778099999999
GUNUNG MULYA,2026,7931,4264.27,Rendah,-6.5808019999999985,106.76778099999999
GUNUNG MULYA,2027,8057,4807.26,Sedang,-6.5808019999999985,106.76778099999999
GUNUNG MULYA,2028,8184,4909.5,Sedang,-6.5808019999999985,106.76778099999999
GUNUNG MULYA,2029,8314,4909.5,Sedang,-6.5808019999999985,106.76778099999999
GUNUNG PICUNG,2025,16329,6847.57,Sedang,-6.65783,106.667777
GUNUNG PICUNG,2026,16822,8118.78,Sedang,-6.65783,106.667777
GUNUNG PICUNG,2027,17330,9111.12,Tinggi,-6.65783,106.667777
GUNUNG PICUNG,2028,17853,9432.66,Tinggi,-6.65783,106.667777
GUNUNG PICUNG,2029,18392,9432.66,Tinggi,-6.65783,106.667777
GUNUNG PUTRI,2025,27348,8690.86,Tinggi,-6.4287740000000015,106.92234699999999
GUNUNG PUTRI,2026,29508,10290.5,Tinggi,-6.4287740000000015,106.92234699999999
GUNUNG PUTRI,2027,31839,11432.06,Tinggi,-6.4287740000000015,106.92234699999999
GUNUNG PUTRI,2028,34354,12105.39,Tinggi,-6.4287740000000015,106.92234699999999
GUNUNG PUTRI,2029,37068,12105.39,Tinggi,-6.4287740000000015,106.92234699999999
GUNUNGBUNDER I,2025,10559,4544.86,Rendah,-6.650197,106.67923999999998
GUNUNGBUNDER I,2026,10838,5345.46,Sedang,-6.650197,106.67923999999998
GUNUNGBUNDER I,2027,11126,5980.29,Sedang,-6.650197,106.67923999999998
GUNUNGBUNDER I,2028,11421,6232.76,Sedang,-6.650197,106.67923999999998
GUNUNGBUNDER I,2029,11723,6232.76,Sedang,-6.650197,106.67923999999998
GUNUNGBUNDER II,2025,11124,4656.97,Rendah,-6.670586,106.69103199999998
GUNUNGBUNDER II,2026,11475,5470.96,Sedang,-6.670586,106.69103199999998
GUNUNGBUNDER II,2027,11837,6116.32,Sedang,-6.670586,106.69103199999998
GUNUNGBUNDER II,2028,12210,6391.47,Sedang,-6.670586,106.69103199999998
GUNUNGBUNDER II,2029,12595,6391.47,Sedang,-6.670586,106.69103199999998
GUNUNGGEULIS,2025,8439,4217.56,Rendah,-6.630816000000001,106.884819
GUNUNGGEULIS,2026,8608,4957.37,Sedang,-6.630816000000001,106.884819
GUNUNGGEULIS,2027,8780,5584.65,Sedang,-6.630816000000001,106.884819
GUNUNGGEULIS,2028,8956,5719.48,Sedang,-6.630816000000001,106.884819
GUNUNGGEULIS,2029,9135,5719.48,Sedang,-6.630816000000001,106.884819
GUNUNGMENYAN,2025,7099,3120.19,Rendah,-6.625062,106.66744800000001
GUNUNGMENYAN,2026,7290,3655.97,Rendah,-6.625062,106.66744800000001
GUNUNGMENYAN,2027,7487,4134.58,Rendah,-6.625062,106.66744800000001
GUNUNGMENYAN,2028,7689,4182.32,Rendah,-6.625062,106.66744800000001
GUNUNGMENYAN,2029,7897,4182.32,Rendah,-6.625062,106.66744800000001
GUNUNGSARI,2025,15878,9373.9,Tinggi,-6.4987889999999995,106.903398
GUNUNGSARI,2026,16764,9414.65,Tinggi,-6.4987889999999995,106.903398
GUNUNGSARI,2027,17698,11033.26,Tinggi,-6.4987889999999995,106.903398
GUNUNGSARI,2028,18685,11033.26,Tinggi,-6.4987889999999995,106.903398
GUNUNGSARI,2029,19727,11033.26,Tinggi,-6.4987889999999995,106.903398
GUNUNGSINDUR,2025,13633,5692.84,Sedang,-6.384761000000001,106.68053400000001
GUNUNGSINDUR,2026,14172,6662.95,Sedang,-6.384761000000001,106.68053400000001
GUNUNGSINDUR,2027,14733,7488.3,Sedang,-6.384761000000001,106.68053400000001
GUNUNGSINDUR,2028,15315,7769.94,Sedang,-6.384761000000001,106.68053400000001
GUNUNGSINDUR,2029,15921,7769.94,Sedang,-6.384761000000001,106.68053400000001
HAMBALANG,2025,12899,6260.58,Sedang,-6.552681,106.90028400000001
HAMBALANG,2026,12986,7409.56,Sedang,-6.552681,106.90028400000001
HAMBALANG,2027,13072,8358.68,Sedang,-6.552681,106.90028400000001
HAMBALANG,2028,13159,8553.69,Sedang,-6.552681,106.90028400000001
HAMBALANG,2029,13247,8553.69,Sedang,-6.552681,106.90028400000001
HAMBARO,2025,6752,3474.7,Rendah,-6.587507,106.56135300000001
HAMBARO,2026,6887,4078.82,Rendah,-6.587507,106.56135300000001
HAMBARO,2027,7025,4619.41,Rendah,-6.587507,106.56135300000001
HAMBARO,2028,7166,4658.39,Sedang,-6.587507,106.56135300000001
HAMBARO,2029,7309,4658.39,Sedang,-6.587507,106.56135300000001
HARKATJAYA,2025,8981,3854.64,Rendah,-6.604745999999999,106.50832599999998
HARKATJAYA,2026,9245,4520.41,Rendah,-6.604745999999999,106.50832599999998
HARKATJAYA,2027,9517,5071.55,Sedang,-6.604745999999999,106.50832599999998
HARKATJAYA,2028,9797,5246.19,Sedang,-6.604745999999999,106.50832599999998
HARKATJAYA,2029,10085,5246.19,Sedang,-6.604745999999999,106.50832599999998
IWUL,2025,8927,3692.78,Rendah,-6.459000999999999,106.71461800000002
IWUL,2026,9236,4339.87,Rendah,-6.459000999999999,106.71461800000002
IWUL,2027,9555,4855.15,Sedang,-6.459000999999999,106.71461800000002
IWUL,2028,9886,5044.76,Sedang,-6.459000999999999,106.71461800000002
IWUL,2029,10228,5044.76,Sedang,-6.459000999999999,106.71461800000002
JABONMEKAR,2025,10440,4939.91,Sedang,-6.457973,106.730483
JABONMEKAR,2026,10557,5820.5,Sedang,-6.457973,106.730483
JABONMEKAR,2027,10675,6539.93,Sedang,-6.457973,106.730483
JABONMEKAR,2028,10795,6750.21,Sedang,-6.457973,106.730483
JABONMEKAR,2029,10916,6750.21,Sedang,-6.457973,106.730483
JAGABAYA,2025,9154,4282.1,Rendah,-6.384597,106.54052299999998
JAGABAYA,2026,9308,5055.14,Sedang,-6.384597,106.54052299999998
JAGABAYA,2027,9465,5663.87,Sedang,-6.384597,106.54052299999998
JAGABAYA,2028,9625,5862.99,Sedang,-6.384597,106.54052299999998
JAGABAYA,2029,9787,5862.99,Sedang,-6.384597,106.54052299999998
JAGABITA,2025,9174,3424.49,Rendah,-6.336011000000001,106.53181199999999
JAGABITA,2026,9669,4000.36,Rendah,-6.336011000000001,106.53181199999999
JAGABITA,2027,10192,4472.53,Rendah,-6.336011000000001,106.53181199999999
JAGABITA,2028,10742,4662.51,Sedang,-6.336011000000001,106.53181199999999
JAGABITA,2029,11322,4662.51,Sedang,-6.336011000000001,106.53181199999999
JAMBULUWUK,2025,7633,3058.76,Rendah,-6.691171,106.87837400000001
JAMBULUWUK,2026,7976,3576.6,Rendah,-6.691171,106.87837400000001
JAMBULUWUK,2027,8333,4031.48,Rendah,-6.691171,106.87837400000001
JAMBULUWUK,2028,8707,4111.98,Rendah,-6.691171,106.87837400000001
JAMBULUWUK,2029,9097,4111.98,Rendah,-6.691171,106.87837400000001
JAMPANG,2025,12705,4420.34,Rendah,-6.474001999999999,106.72641199999998
JAMPANG,2026,14679,5854.02,Sedang,-6.474001999999999,106.72641199999998
JAMPANG,2027,16960,5884.57,Sedang,-6.474001999999999,106.72641199999998
JAMPANG,2028,19596,7171.05,Sedang,-6.474001999999999,106.72641199999998
JAMPANG,2029,22641,7171.05,Sedang,-6.474001999999999,106.72641199999998
JASINGA,2025,5596,28937.4,Rendah,-6.481649,106.46700500000001
JASINGA,2026,5708,3394.42,Rendah,-6.481649,106.46700500000001
JASINGA,2027,5822,3819.42,Rendah,-6.481649,106.46700500000001
JASINGA,2028,5938,3819.42,Rendah,-6.481649,106.46700500000001
JASINGA,2029,6057,3819.42,Rendah,-6.481649,106.46700500000001
JATISARI,2025,8489,3903.21,Rendah,-6.41175,107.050991
JATISARI,2026,8634,4583.73,Rendah,-6.41175,107.050991
JATISARI,2027,8781,5156.0,Sedang,-6.41175,107.050991
JATISARI,2028,8931,5298.64,Sedang,-6.41175,107.050991
JATISARI,2029,9084,5298.64,Sedang,-6.41175,107.050991
JAYARAHARJA,2025,4392,25447.8,Rendah,-6.59205,106.49874300000002
JAYARAHARJA,2026,4480,29884.1,Rendah,-6.59205,106.49874300000002
JAYARAHARJA,2027,4570,3295.08,Rendah,-6.59205,106.49874300000002
JAYARAHARJA,2028,4661,3295.08,Rendah,-6.59205,106.49874300000002
JAYARAHARJA,2029,4754,3295.08,Rendah,-6.59205,106.49874300000002
JOGJOGAN,2025,9166,4184.85,Rendah,-6.662160000000002,106.93291000000002
JOGJOGAN,2026,9507,4910.58,Sedang,-6.662160000000002,106.93291000000002
JOGJOGAN,2027,9862,5513.37,Sedang,-6.662160000000002,106.93291000000002
JOGJOGAN,2028,10230,5694.67,Sedang,-6.662160000000002,106.93291000000002
JOGJOGAN,2029,10611,5694.67,Sedang,-6.662160000000002,106.93291000000002
JONGGOL,2025,14759,6368.14,Sedang,-6.459747,107.04229600000001
JONGGOL,2026,15141,7529.8,Sedang,-6.459747,107.04229600000001
JONGGOL,2027,15531,8454.45,Sedang,-6.459747,107.04229600000001
JONGGOL,2028,15932,8751.0,Tinggi,-6.459747,107.04229600000001
JONGGOL,2029,16344,8751.0,Tinggi,-6.459747,107.04229600000001
JUGALA JAYA,2025,6126,28569.5,Rendah,-6.531461999999999,106.45832500000002
JUGALA JAYA,2026,6240,3350.23,Rendah,-6.531461999999999,106.45832500000002
JUGALA JAYA,2027,6357,3787.68,Rendah,-6.531461999999999,106.45832500000002
JUGALA JAYA,2028,6475,3787.68,Rendah,-6.531461999999999,106.45832500000002
JUGALA JAYA,2029,6596,3787.68,Rendah,-6.531461999999999,106.45832500000002
KABASIRAN,2025,13566,6829.2,Sedang,-6.351516999999999,106.57718900000002
KABASIRAN,2026,13586,8102.69,Sedang,-6.351516999999999,106.57718900000002
KABASIRAN,2027,13606,9171.94,Tinggi,-6.351516999999999,106.57718900000002
KABASIRAN,2028,13627,9308.44,Tinggi,-6.351516999999999,106.57718900000002
KABASIRAN,2029,13647,9308.44,Tinggi,-6.351516999999999,106.57718900000002
KADUMANGGU,2025,17032,7424.46,Sedang,-6.540646,106.85341300000002
KADUMANGGU,2026,17548,8803.3,Tinggi,-6.540646,106.85341300000002
KADUMANGGU,2027,18079,9936.16,Tinggi,-6.540646,106.85341300000002
KADUMANGGU,2028,18626,10162.59,Tinggi,-6.540646,106.85341300000002
KADUMANGGU,2029,19189,10162.59,Tinggi,-6.540646,106.85341300000002
KALISUREN,2025,25943,10371.96,Tinggi,-6.4624869999999985,106.74009099999998
KALISUREN,2026,27051,12390.07,Tinggi,-6.4624869999999985,106.74009099999998
KALISUREN,2027,28207,14089.67,Tinggi,-6.4624869999999985,106.74009099999998
KALISUREN,2028,29412,14089.67,Tinggi,-6.4624869999999985,106.74009099999998
KALISUREN,2029,30669,14089.67,Tinggi,-6.4624869999999985,106.74009099999998
KALONG I,2025,6058,3051.45,Rendah,-6.5567329999999995,106.56140900000003
KALONG I,2026,6089,3583.09,Rendah,-6.5567329999999995,106.56140900000003
KALONG I,2027,6119,4056.77,Rendah,-6.5567329999999995,106.56140900000003
KALONG I,2028,6150,4056.77,Rendah,-6.5567329999999995,106.56140900000003
KALONG I,2029,6180,4056.77,Rendah,-6.5567329999999995,106.56140900000003
KALONG II,2025,6822,3439.56,Rendah,-6.557536000000001,106.57123100000001
KALONG II,2026,6854,4040.63,Rendah,-6.557536000000001,106.57123100000001
KALONG II,2027,6886,4576.04,Rendah,-6.557536000000001,106.57123100000001
KALONG II,2028,6918,4615.58,Rendah,-6.557536000000001,106.57123100000001
KALONG II,2029,6950,4615.58,Rendah,-6.557536000000001,106.57123100000001
KALONGLIUD,2025,10814,4688.69,Sedang,-6.587906000000001,106.54956800000002
KALONGLIUD,2026,11093,5518.36,Sedang,-6.587906000000001,106.54956800000002
KALONGLIUD,2027,11379,6173.95,Sedang,-6.587906000000001,106.54956800000002
KALONGLIUD,2028,11673,6434.22,Sedang,-6.587906000000001,106.54956800000002
KALONGLIUD,2029,11974,6434.22,Sedang,-6.587906000000001,106.54956800000002
KALONGSAWAH,2025,14199,5571.09,Sedang,-6.502293999999999,106.49651999999999
KALONGSAWAH,2026,14836,6553.28,Sedang,-6.502293999999999,106.49651999999999
KALONGSAWAH,2027,15501,7308.1,Sedang,-6.502293999999999,106.49651999999999
KALONGSAWAH,2028,16196,7689.9,Sedang,-6.502293999999999,106.49651999999999
KALONGSAWAH,2029,16922,7689.9,Sedang,-6.502293999999999,106.49651999999999
KAMPUNGSAWAH,2025,17767,5630.64,Sedang,-6.456631999999999,106.632078
KAMPUNGSAWAH,2026,19353,6632.25,Sedang,-6.456631999999999,106.632078
KAMPUNGSAWAH,2027,21082,7253.01,Sedang,-6.456631999999999,106.632078
KAMPUNGSAWAH,2028,22965,7942.4,Sedang,-6.456631999999999,106.632078
KAMPUNGSAWAH,2029,25016,7942.4,Sedang,-6.456631999999999,106.632078
KARACAK,2025,13247,6291.26,Sedang,-6.618452,106.635025
KARACAK,2026,13386,7445.42,Sedang,-6.618452,106.635025
KARACAK,2027,13525,8392.39,Sedang,-6.618452,106.635025
KARACAK,2028,13667,8604.75,Sedang,-6.618452,106.635025
KARACAK,2029,13810,8604.75,Sedang,-6.618452,106.635025
KARANG ASEM TIMUR,2025,11016,5773.76,Sedang,-6.498363,106.878317
KARANG ASEM TIMUR,2026,11236,6816.74,Sedang,-6.498363,106.878317
KARANG ASEM TIMUR,2027,11461,7695.77,Sedang,-6.498363,106.878317
KARANG ASEM TIMUR,2028,11690,7856.9,Sedang,-6.498363,106.878317
KARANG ASEM TIMUR,2029,11924,7856.9,Sedang,-6.498363,106.878317
KARANGGAN,2025,26776,16858.51,Tinggi,-6.4583819999999985,106.88568900000003
KARANGGAN,2026,28979,20411.32,Tinggi,-6.4583819999999985,106.88568900000003
KARANGGAN,2027,31364,21705.05,Tinggi,-6.4583819999999985,106.88568900000003
KARANGGAN,2028,33945,21705.05,Tinggi,-6.4583819999999985,106.88568900000003
KARANGGAN,2029,36738,21705.05,Tinggi,-6.4583819999999985,106.88568900000003
KARANGTENGAH,2025,19153,8268.07,Sedang,-6.57581,106.893568
KARANGTENGAH,2026,19783,9827.84,Tinggi,-6.57581,106.893568
KARANGTENGAH,2027,20433,11134.92,Tinggi,-6.57581,106.893568
KARANGTENGAH,2028,21104,11287.18,Tinggi,-6.57581,106.893568
KARANGTENGAH,2029,21798,11287.18,Tinggi,-6.57581,106.893568
KAREHKEL,2025,14179,6972.88,Sedang,-6.549203,106.63783800000002
KAREHKEL,2026,14246,8274.89,Sedang,-6.549203,106.63783800000002
KAREHKEL,2027,14313,9365.43,Tinggi,-6.549203,106.63783800000002
KAREHKEL,2028,14381,9509.91,Tinggi,-6.549203,106.63783800000002
KAREHKEL,2029,14449,9509.91,Tinggi,-6.549203,106.63783800000002
KARIHKIL,2025,11324,5984.94,Sedang,-6.485854000000001,106.67931999999999
KARIHKIL,2026,11551,7072.99,Sedang,-6.485854000000001,106.67931999999999
KARIHKIL,2027,11782,7990.39,Sedang,-6.485854000000001,106.67931999999999
KARIHKIL,2028,12017,8143.89,Sedang,-6.485854000000001,106.67931999999999
KARIHKIL,2029,12258,8143.89,Sedang,-6.485854000000001,106.67931999999999
KARYAMEKAR,2025,3748,19273.9,Rendah,-6.550755999999998,107.10710000000002
KARYAMEKAR,2026,3794,22672.9,Rendah,-6.550755999999998,107.10710000000002
KARYAMEKAR,2027,3841,2403.69,Rendah,-6.550755999999998,107.10710000000002
KARYAMEKAR,2028,3888,2403.69,Rendah,-6.550755999999998,107.10710000000002
KARYAMEKAR,2029,3936,2403.69,Rendah,-6.550755999999998,107.10710000000002
KARYASARI,2025,9172,4342.77,Rendah,-6.639530000000001,106.62320500000001
KARYASARI,2026,9278,5108.11,Sedang,-6.639530000000001,106.62320500000001
KARYASARI,2027,9384,5742.78,Sedang,-6.639530000000001,106.62320500000001
KARYASARI,2028,9492,5914.02,Sedang,-6.639530000000001,106.62320500000001
KARYASARI,2029,9601,5914.02,Sedang,-6.639530000000001,106.62320500000001
KEDUNGWARINGIN,2025,31234,13511.72,Tinggi,-6.4974739999999995,106.791291
KEDUNGWARINGIN,2026,32415,16279.57,Tinggi,-6.4974739999999995,106.791291
KEDUNGWARINGIN,2027,33641,18007.05,Tinggi,-6.4974739999999995,106.791291
KEDUNGWARINGIN,2028,34914,18007.05,Tinggi,-6.4974739999999995,106.791291
KEDUNGWARINGIN,2029,36234,18007.05,Tinggi,-6.4974739999999995,106.791291
KEMANG,2025,14877,5931.1,Sedang,-6.477085,106.73034599999998
KEMANG,2026,15527,6993.16,Sedang,-6.477085,106.73034599999998
KEMANG,2027,16206,7806.72,Sedang,-6.477085,106.73034599999998
KEMANG,2028,16914,8189.43,Sedang,-6.477085,106.73034599999998
KEMANG,2029,17654,8189.43,Sedang,-6.477085,106.73034599999998
KEMBANG KUNING,2025,18414,7244.6,Sedang,-6.451427,106.93881200000001
KEMBANG KUNING,2026,19183,8573.32,Sedang,-6.451427,106.93881200000001
KEMBANG KUNING,2027,19984,9619.37,Tinggi,-6.451427,106.93881200000001
KEMBANG KUNING,2028,20819,9979.05,Tinggi,-6.451427,106.93881200000001
KEMBANG KUNING,2029,21688,9979.05,Tinggi,-6.451427,106.93881200000001
KERTAJAYA,2025,10359,3516.85,Rendah,-6.396034000000001,106.602606
KERTAJAYA,2026,11127,4125.16,Rendah,-6.396034000000001,106.602606
KERTAJAYA,2027,11952,4559.29,Rendah,-6.396034000000001,106.602606
KERTAJAYA,2028,12838,4865.37,Sedang,-6.396034000000001,106.602606
KERTAJAYA,2029,13789,4865.37,Sedang,-6.396034000000001,106.602606
KIARAPANDAK,2025,8027,3503.73,Rendah,-6.623264999999999,106.49359099999997
KIARAPANDAK,2026,8275,4108.38,Rendah,-6.623264999999999,106.49359099999997
KIARAPANDAK,2027,8530,4622.3,Rendah,-6.623264999999999,106.49359099999997
KIARAPANDAK,2028,8794,4741.2,Sedang,-6.623264999999999,106.49359099999997
KIARAPANDAK,2029,9066,4741.2,Sedang,-6.623264999999999,106.49359099999997
KIARASARI,2025,10263,4707.05,Sedang,-6.68511,106.49365600000002
KIARASARI,2026,10433,5539.51,Sedang,-6.68511,106.49365600000002
KIARASARI,2027,10605,6216.88,Sedang,-6.68511,106.49365600000002
KIARASARI,2028,10780,6434.22,Sedang,-6.68511,106.49365600000002
KIARASARI,2029,10959,6434.22,Sedang,-6.68511,106.49365600000002
KLAPANUNGGAL,2025,22819,10692.45,Tinggi,-6.452016,106.956804
KLAPANUNGGAL,2026,23185,12810.07,Tinggi,-6.452016,106.956804
KLAPANUNGGAL,2027,23558,14367.0,Tinggi,-6.452016,106.956804
KLAPANUNGGAL,2028,23936,14367.0,Tinggi,-6.452016,106.956804
KLAPANUNGGAL,2029,24320,14367.0,Tinggi,-6.452016,106.956804
KOLEANG,2025,8705,3213.06,Rendah,-6.463100999999999,106.437668
KOLEANG,2026,9231,3749.89,Rendah,-6.463100999999999,106.437668
KOLEANG,2027,9788,4199.64,Rendah,-6.463100999999999,106.437668
KOLEANG,2028,10378,4356.18,Rendah,-6.463100999999999,106.437668
KOLEANG,2029,11005,4356.18,Rendah,-6.463100999999999,106.437668
KOPO,2025,20889,10396.26,Tinggi,-6.673581999999999,106.91853500000002
KOPO,2026,21019,12468.97,Tinggi,-6.673581999999999,106.91853500000002
KOPO,2027,21149,13969.59,Tinggi,-6.673581999999999,106.91853500000002
KOPO,2028,21281,13969.59,Tinggi,-6.673581999999999,106.91853500000002
KOPO,2029,21413,13969.59,Tinggi,-6.673581999999999,106.91853500000002
KOTA BATU,2025,25410,12978.54,Tinggi,-6.627123000000002,106.78016400000001
KOTA BATU,2026,25918,15651.94,Tinggi,-6.627123000000002,106.78016400000001
KOTA BATU,2027,26437,17187.4,Tinggi,-6.627123000000002,106.78016400000001
KOTA BATU,2028,26966,17187.4,Tinggi,-6.627123000000002,106.78016400000001
KOTA BATU,2029,27505,17187.4,Tinggi,-6.627123000000002,106.78016400000001
KURIPAN,2025,11061,5111.52,Sedang,-6.419730000000001,106.661553
KURIPAN,2026,11224,6023.8,Sedang,-6.419730000000001,106.661553
KURIPAN,2027,11389,6763.05,Sedang,-6.419730000000001,106.661553
KURIPAN,2028,11557,6995.86,Sedang,-6.419730000000001,106.661553
KURIPAN,2029,11728,6995.86,Sedang,-6.419730000000001,106.661553
