Wilayah,Tahun,Prediksi_Penduduk,Prediksi_Timbulan_Sampah,Kategori,latitude,longitude
KUTA,2025,8230,3028.08,Rendah,-6.703418999999999,106.926856
KUTA,2026,8707,3535.85,Rendah,-6.703418999999999,106.926856
KUTA,2027,9211,3968.65,Rendah,-6.703418999999999,106.926856
KUTA,2028,9744,4089.87,Rendah,-6.703418999999999,106.926856
KUTA,2029,10308,4089.87,Rendah,-6.703418999999999,106.926856
KUTAMEKAR,2025,3659,19476.1,Rendah,-6.518339,107.15436000000003
KUTAMEKAR,2026,3683,22919.7,Rendah,-6.518339,107.15436000000003
KUTAMEKAR,2027,3707,2429.94,Rendah,-6.518339,107.15436000000003
KUTAMEKAR,2028,3730,2429.94,Rendah,-6.518339,107.15436000000003
KUTAMEKAR,2029,3754,2429.94,Rendah,-6.518339,107.15436000000003
LALADON,2025,10773,5473.34,Sedang,-6.586017,106.7559
LALADON,2026,10989,6457.0,Sedang,-6.586017,106.7559
LALADON,2027,11208,7276.11,Sedang,-6.586017,106.7559
LALADON,2028,11433,7459.47,Sedang,-6.586017,106.7559
LALADON,2029,11661,7459.47,Sedang,-6.586017,106.7559
LEMAH DUHUR,2025,13966,7417.33,Sedang,-6.727964,106.85471300000002
LEMAH DUHUR,2026,14245,8808.62,Tinggi,-6.727964,106.85471300000002
LEMAH DUHUR,2027,14530,10010.49,Tinggi,-6.727964,106.85471300000002
LEMAH DUHUR,2028,14821,10063.28,Tinggi,-6.727964,106.85471300000002
LEMAH DUHUR,2029,15117,10063.28,Tinggi,-6.727964,106.85471300000002
LEUWEUNGKOLOT,2025,8593,3972.34,Rendah,-6.557988,106.673344
LEUWEUNGKOLOT,2026,8734,4664.81,Sedang,-6.557988,106.673344
LEUWEUNGKOLOT,2027,8877,5247.4,Sedang,-6.557988,106.673344
LEUWEUNGKOLOT,2028,9022,5393.81,Sedang,-6.557988,106.673344
LEUWEUNGKOLOT,2029,9170,5393.81,Sedang,-6.557988,106.673344
LEUWIBATU,2025,16464,5571.46,Sedang,-6.521323,106.617346
LEUWIBATU,2026,17597,6585.35,Sedang,-6.521323,106.617346
LEUWIBATU,2027,18807,7235.22,Sedang,-6.521323,106.617346
LEUWIBATU,2028,20101,7837.55,Sedang,-6.521323,106.617346
LEUWIBATU,2029,21484,7837.55,Sedang,-6.521323,106.617346
LEUWIKARET,2025,8445,3918.72,Rendah,-6.515433,106.94176300000001
LEUWIKARET,2026,8764,4595.63,Rendah,-6.515433,106.94176300000001
LEUWIKARET,2027,9095,5168.73,Sedang,-6.515433,106.94176300000001
LEUWIKARET,2028,9439,5312.44,Sedang,-6.515433,106.94176300000001
LEUWIKARET,2029,9795,5312.44,Sedang,-6.515433,106.94176300000001
LEUWILIANG,2025,18039,6451.05,Sedang,-6.574148000000001,106.63200699999997
LEUWILIANG,2026,19079,7595.21,Sedang,-6.574148000000001,106.63200699999997
LEUWILIANG,2027,20179,8447.51,Sedang,-6.574148000000001,106.63200699999997
LEUWILIANG,2028,21343,8948.33,Tinggi,-6.574148000000001,106.63200699999997
LEUWILIANG,2029,22573,8948.33,Tinggi,-6.574148000000001,106.63200699999997
LEUWIMALANG,2025,8941,4617.22,Rendah,-6.668805000000001,106.92853900000003
LEUWIMALANG,2026,9120,5429.64,Sedang,-6.668805000000001,106.92853900000003
LEUWIMALANG,2027,9303,6121.26,Sedang,-6.668805000000001,106.92853900000003
LEUWIMALANG,2028,9489,6264.51,Sedang,-6.668805000000001,106.92853900000003
LEUWIMALANG,2029,9678,6264.51,Sedang,-6.668805000000001,106.92853900000003
LEUWIMEKAR,2025,13003,8171.88,Sedang,-6.585105000000001,106.632078
LEUWIMEKAR,2026,13263,9723.81,Tinggi,-6.585105000000001,106.632078
LEUWIMEKAR,2027,13528,10978.05,Tinggi,-6.585105000000001,106.632078
LEUWIMEKAR,2028,13799,10978.05,Tinggi,-6.585105000000001,106.632078
LEUWIMEKAR,2029,14075,10978.05,Tinggi,-6.585105000000001,106.632078
LEUWINUTUG,2025,15907,7455.04,Sedang,-6.514106,106.86329300000003
LEUWINUTUG,2026,16113,8852.37,Tinggi,-6.514106,106.86329300000003
LEUWINUTUG,2027,16321,10026.18,Tinggi,-6.514106,106.86329300000003
LEUWINUTUG,2028,16532,10169.49,Tinggi,-6.514106,106.86329300000003
LEUWINUTUG,2029,16746,10169.49,Tinggi,-6.514106,106.86329300000003
LEUWISADENG,2025,14031,7067.65,Sedang,-6.566454000000002,106.59585900000002
LEUWISADENG,2026,14312,8381.03,Sedang,-6.566454000000002,106.59585900000002
LEUWISADENG,2027,14598,9494.88,Tinggi,-6.566454000000002,106.59585900000002
LEUWISADENG,2028,14890,9618.96,Tinggi,-6.566454000000002,106.59585900000002
LEUWISADENG,2029,15188,9618.96,Tinggi,-6.566454000000002,106.59585900000002
LIGARMUKTI,2025,4162,18004.2,Rendah,-6.493698,106.97718300000001
LIGARMUKTI,2026,4342,21155.5,Rendah,-6.493698,106.97718300000001
LIGARMUKTI,2027,4529,2238.12,Rendah,-6.493698,106.97718300000001
LIGARMUKTI,2028,4725,2238.12,Rendah,-6.493698,106.97718300000001
LIGARMUKTI,2029,4929,2238.12,Rendah,-6.493698,106.97718300000001
LIMUSNUNGGAL,2025,31177,16668.61,Tinggi,-6.361686999999999,106.97623900000004
LIMUSNUNGGAL,2026,31801,20239.07,Tinggi,-6.361686999999999,106.97623900000004
LIMUSNUNGGAL,2027,32437,21662.28,Tinggi,-6.361686999999999,106.97623900000004
LIMUSNUNGGAL,2028,33086,21662.28,Tinggi,-6.361686999999999,106.97623900000004
LIMUSNUNGGAL,2029,33747,21662.28,Tinggi,-6.361686999999999,106.97623900000004
LULUT,2025,18538,7764.1,Sedang,-6.49318,106.91526199999998
LULUT,2026,19619,9187.0,Tinggi,-6.49318,106.91526199999998
LULUT,2027,20763,10366.22,Tinggi,-6.49318,106.91526199999998
LULUT,2028,21974,10615.2,Tinggi,-6.49318,106.91526199999998
LULUT,2029,23256,10615.2,Tinggi,-6.49318,106.91526199999998
LUMPANG,2025,16574,6832.5,Sedang,-6.356890999999999,106.54376400000001
LUMPANG,2026,17197,8079.9,Sedang,-6.356890999999999,106.54376400000001
LUMPANG,2027,17843,9070.25,Tinggi,-6.356890999999999,106.54376400000001
LUMPANG,2028,18513,9396.8,Tinggi,-6.356890999999999,106.54376400000001
LUMPANG,2029,19208,9396.8,Tinggi,-6.356890999999999,106.54376400000001
MALASARI,2025,8546,4505.48,Rendah,-6.710038,106.52316300000003
MALASARI,2026,8716,5300.83,Sedang,-6.710038,106.52316300000003
MALASARI,2027,8891,5977.59,Sedang,-6.710038,106.52316300000003
MALASARI,2028,9069,6108.6,Sedang,-6.710038,106.52316300000003
MALASARI,2029,9250,6108.6,Sedang,-6.710038,106.52316300000003
MAMPIR,2025,17038,5413.11,Sedang,-6.428922,106.99784700000001
MAMPIR,2026,18438,6327.01,Sedang,-6.428922,106.99784700000001
MAMPIR,2027,19954,6958.62,Sedang,-6.428922,106.99784700000001
MAMPIR,2028,21593,7564.35,Sedang,-6.428922,106.99784700000001
MAMPIR,2029,23368,7564.35,Sedang,-6.428922,106.99784700000001
MEGAMENDUNG,2025,7366,3266.3,Rendah,-6.679374,106.89265499999999
MEGAMENDUNG,2026,7559,3828.19,Rendah,-6.679374,106.89265499999999
MEGAMENDUNG,2027,7756,4322.63,Rendah,-6.679374,106.89265499999999
MEGAMENDUNG,2028,7959,4392.09,Rendah,-6.679374,106.89265499999999
MEGAMENDUNG,2029,8168,4392.09,Rendah,-6.679374,106.89265499999999
MEKARJAYA,2025,11437,4602.41,Rendah,-6.535486999999999,106.65672099999999
MEKARJAYA,2026,12908,5317.17,Sedang,-6.535486999999999,106.65672099999999
MEKARJAYA,2027,14569,5955.85,Sedang,-6.535486999999999,106.65672099999999
MEKARJAYA,2028,16443,6224.52,Sedang,-6.535486999999999,106.65672099999999
MEKARJAYA,2029,18557,6224.52,Sedang,-6.535486999999999,106.65672099999999
MEKARSARI,2025,7194,4281.8,Rendah,-6.402271999999999,106.970494
MEKARSARI,2026,8258,4162.77,Rendah,-6.402271999999999,106.970494
MEKARSARI,2027,9478,5390.78,Sedang,-6.402271999999999,106.970494
MEKARSARI,2028,10879,5625.13,Sedang,-6.402271999999999,106.970494
MEKARSARI,2029,12487,6904.42,Sedang,-6.402271999999999,106.970494
MEKARWANGI,2025,7118,27906.5,Rendah,-6.522444,107.11005300000002
MEKARWANGI,2026,9235,3210.72,Rendah,-6.522444,107.11005300000002
MEKARWANGI,2027,11981,3599.63,Rendah,-6.522444,107.11005300000002
MEKARWANGI,2028,15545,3677.28,Rendah,-6.522444,107.11005300000002
MEKARWANGI,2029,20168,3677.28,Rendah,-6.522444,107.11005300000002
MUARA JAYA,2025,7173,25668.8,Rendah,-6.719001999999998,106.81644099999998
MUARA JAYA,2026,9029,29599.7,Rendah,-6.719001999999998,106.81644099999998
MUARA JAYA,2027,11365,3318.87,Rendah,-6.719001999999998,106.81644099999998
MUARA JAYA,2028,14306,3384.8,Rendah,-6.719001999999998,106.81644099999998
MUARA JAYA,2029,18008,3384.8,Rendah,-6.719001999999998,106.81644099999998
NAGRAK,2025,14248,12070.48,Tinggi,-6.618550000000001,106.856188
NAGRAK,2026,15356,9697.0,Tinggi,-6.618550000000001,106.856188
NAGRAK,2027,16550,14787.84,Tinggi,-6.618550000000001,106.856188
NAGRAK,2028,17836,14607.46,Tinggi,-6.618550000000001,106.856188
NAGRAK,2029,19223,14787.84,Tinggi,-6.618550000000001,106.856188
NAMBO,2025,11072,5165.69,Sedang,-6.4748,106.92995800000001
NAMBO,2026,11238,6089.79,Sedang,-6.4748,106.92995800000001
NAMBO,2027,11407,6838.99,Sedang,-6.4748,106.92995800000001
NAMBO,2028,11578,7068.94,Sedang,-6.4748,106.92995800000001
NAMBO,2029,11752,7068.94,Sedang,-6.4748,106.92995800000001
NANGGERANG,2025,11528,4126.88,Rendah,-6.467081,106.779494
NANGGERANG,2026,12221,4824.44,Sedang,-6.467081,106.779494
NANGGERANG,2027,12955,5354.77,Sedang,-6.467081,106.779494
NANGGERANG,2028,13734,5690.51,Sedang,-6.467081,106.779494
NANGGERANG,2029,14559,5690.51,Sedang,-6.467081,106.779494
NANGGUNG,2025,8799,5803.18,Sedang,-6.579776999999998,106.547583
NANGGUNG,2026,8974,6857.82,Sedang,-6.579776999999998,106.547583
NANGGUNG,2027,9154,7786.2,Sedang,-6.579776999999998,106.547583
NANGGUNG,2028,9337,7832.01,Sedang,-6.579776999999998,106.547583
NANGGUNG,2029,9524,7832.01,Sedang,-6.579776999999998,106.547583
NEGLASARI,2025,21214,27942.7,Rendah,-6.4486159999999995,106.447949
NEGLASARI,2026,40354,5120.9,Sedang,-6.4486159999999995,106.447949
NEGLASARI,2027,76762,28362.6,Rendah,-6.4486159999999995,106.447949
NEGLASARI,2028,146020,22669.0,Rendah,-6.4486159999999995,106.447949
NEGLASARI,2029,277766,-5891.96,Rendah,-6.4486159999999995,106.447949
PABANGBON,2025,7816,3225.07,Rendah,-6.620063,106.58787399999999
PABANGBON,2026,8161,3772.77,Rendah,-6.620063,106.58787399999999
PABANGBON,2027,8521,4248.25,Rendah,-6.620063,106.58787399999999
PABANGBON,2028,8896,4346.53,Rendah,-6.620063,106.58787399999999
PABANGBON,2029,9289,4346.53,Rendah,-6.620063,106.58787399999999
PABUARAN,2025,13879,5228.59,Sedang,-6.545413000000001,106.96537599999999
PABUARAN,2026,14768,7104.44,Sedang,-6.545413000000001,106.96537599999999
PABUARAN,2027,15713,7125.25,Sedang,-6.545413000000001,106.96537599999999
PABUARAN,2028,16719,8646.14,Tinggi,-6.545413000000001,106.96537599999999
PABUARAN,2029,17790,8646.14,Tinggi,-6.545413000000001,106.96537599999999
PADURENAN,2025,9906,3926.44,Rendah,-6.391946,106.70522500000001
PADURENAN,2026,10329,4596.19,Rendah,-6.391946,106.70522500000001
PADURENAN,2027,10770,5136.84,Sedang,-6.391946,106.70522500000001
PADURENAN,2028,11230,5367.61,Sedang,-6.391946,106.70522500000001
PADURENAN,2029,11709,5367.61,Sedang,-6.391946,106.70522500000001
PAGELARAN,2025,21275,9741.84,Tinggi,-6.612863999999999,106.760324
PAGELARAN,2026,21660,11658.32,Tinggi,-6.612863999999999,106.760324
PAGELARAN,2027,22053,13192.76,Tinggi,-6.612863999999999,106.760324
PAGELARAN,2028,22453,13192.76,Tinggi,-6.612863999999999,106.760324
PAGELARAN,2029,22860,13192.76,Tinggi,-6.612863999999999,106.760324
PALASARI,2025,11292,4810.17,Sedang,-6.661755000000001,106.79719
PALASARI,2026,11771,5654.6,Sedang,-6.661755000000001,106.79719
PALASARI,2027,12271,6319.95,Sedang,-6.661755000000001,106.79719
PALASARI,2028,12792,6603.96,Sedang,-6.661755000000001,106.79719
PALASARI,2029,13335,6603.96,Sedang,-6.661755000000001,106.79719
PAMAGERSARI,2025,5402,27785.5,Rendah,-6.487805999999999,106.46709099999998
PAMAGERSARI,2026,5510,3259.67,Rendah,-6.487805999999999,106.46709099999998
PAMAGERSARI,2027,5620,3653.85,Rendah,-6.487805999999999,106.46709099999998
PAMAGERSARI,2028,5733,3653.85,Rendah,-6.487805999999999,106.46709099999998
PAMAGERSARI,2029,5847,3653.85,Rendah,-6.487805999999999,106.46709099999998
PAMEGARSARI,2025,19369,7269.62,Sedang,-6.433029,106.725639
PAMEGARSARI,2026,20353,8591.48,Sedang,-6.433029,106.725639
PAMEGARSARI,2027,21387,9616.13,Tinggi,-6.433029,106.725639
PAMEGARSARI,2028,22474,10035.65,Tinggi,-6.433029,106.725639
PAMEGARSARI,2029,23616,10035.65,Tinggi,-6.433029,106.725639
PAMIJAHAN,2025,14227,6207.7,Sedang,-6.634759,106.679677
PAMIJAHAN,2026,14574,7341.08,Sedang,-6.634759,106.679677
PAMIJAHAN,2027,14929,8238.8,Sedang,-6.634759,106.679677
PAMIJAHAN,2028,15293,8532.97,Sedang,-6.634759,106.679677
PAMIJAHAN,2029,15666,8532.97,Sedang,-6.634759,106.679677
PANCAWATI,2025,17510,6900.83,Sedang,-6.713645,106.859139
PANCAWATI,2026,18269,8154.4,Sedang,-6.713645,106.859139
PANCAWATI,2027,19062,9137.11,Tinggi,-6.713645,106.859139
PANCAWATI,2028,19889,9509.91,Tinggi,-6.713645,106.859139
PANCAWATI,2029,20751,9509.91,Tinggi,-6.713645,106.859139
PANDAN SARI,2025,9245,4448.65,Rendah,-6.6508650000000005,106.860666
PANDAN SARI,2026,9357,5234.98,Sedang,-6.6508650000000005,106.860666
PANDAN SARI,2027,9470,5886.71,Sedang,-6.6508650000000005,106.860666
PANDAN SARI,2028,9585,6058.92,Sedang,-6.6508650000000005,106.860666
PANDAN SARI,2029,9701,6058.92,Sedang,-6.6508650000000005,106.860666
PANGAUR,2025,5457,27507.4,Rendah,-6.398211999999999,106.458256
PANGAUR,2026,5500,3229.24,Rendah,-6.398211999999999,106.458256
PANGAUR,2027,5543,3619.38,Rendah,-6.398211999999999,106.458256
PANGAUR,2028,5587,3619.38,Rendah,-6.398211999999999,106.458256
PANGAUR,2029,5631,3619.38,Rendah,-6.398211999999999,106.458256
PANGKALJAYA,2025,8281,3847.01,Rendah,-6.603236999999998,106.54954000000001
PANGKALJAYA,2026,8419,4517.53,Rendah,-6.603236999999998,106.54954000000001
PANGKALJAYA,2027,8559,5085.05,Sedang,-6.603236999999998,106.54954000000001
PANGKALJAYA,2028,8701,5215.83,Sedang,-6.603236999999998,106.54954000000001
PANGKALJAYA,2029,8845,5215.83,Sedang,-6.603236999999998,106.54954000000001
PANGRADIN,2025,8132,3598.88,Rendah,-6.53102,106.481817
PANGRADIN,2026,8334,4220.52,Rendah,-6.53102,106.481817
PANGRADIN,2027,8540,4749.62,Sedang,-6.53102,106.481817
PANGRADIN,2028,8751,4872.26,Sedang,-6.53102,106.481817
PANGRADIN,2029,8968,4872.26,Sedang,-6.53102,106.481817
PARAKAN,2025,11337,5176.86,Sedang,-6.620253,106.76916699999997
PARAKAN,2026,11528,6102.32,Sedang,-6.620253,106.76916699999997
PARAKAN,2027,11721,6847.24,Sedang,-6.620253,106.76916699999997
PARAKAN,2028,11918,7092.43,Sedang,-6.620253,106.76916699999997
PARAKAN,2029,12118,7092.43,Sedang,-6.620253,106.76916699999997
PARAKANJAYA,2025,11389,5095.56,Sedang,-6.522555,106.76130600000002
PARAKANJAYA,2026,11617,6018.91,Sedang,-6.522555,106.76130600000002
PARAKANJAYA,2027,11849,6734.73,Sedang,-6.522555,106.76130600000002
PARAKANJAYA,2028,12086,7009.65,Sedang,-6.522555,106.76130600000002
PARAKANJAYA,2029,12328,7009.65,Sedang,-6.522555,106.76130600000002
PARAKANMUNCANG,2025,7391,3198.8,Rendah,-6.577517,106.54338599999998
PARAKANMUNCANG,2026,7627,3753.19,Rendah,-6.577517,106.54338599999998
PARAKANMUNCANG,2027,7870,4231.66,Rendah,-6.577517,106.54338599999998
PARAKANMUNCANG,2028,8121,4309.26,Rendah,-6.577517,106.54338599999998
PARAKANMUNCANG,2029,8380,4309.26,Rendah,-6.577517,106.54338599999998
PARIGI MEKAR,2025,9246,4669.47,Sedang,-6.449330000000001,106.696928
PARIGI MEKAR,2026,9251,5502.6,Sedang,-6.449330000000001,106.696928
PARIGI MEKAR,2027,9257,6197.4,Sedang,-6.449330000000001,106.696928
PARIGI MEKAR,2028,9262,6355.59,Sedang,-6.449330000000001,106.696928
PARIGI MEKAR,2029,9268,6355.59,Sedang,-6.449330000000001,106.696928
PARUNG,2025,16257,8271.15,Sedang,-6.422274,106.73264999999999
PARUNG,2026,16259,9861.02,Tinggi,-6.422274,106.73264999999999
PARUNG,2027,16262,11214.09,Tinggi,-6.422274,106.73264999999999
PARUNG,2028,16264,11214.09,Tinggi,-6.422274,106.73264999999999
PARUNG,2029,16267,11214.09,Tinggi,-6.422274,106.73264999999999
PARUNGPANJANG,2025,21645,8481.11,Sedang,-6.345435999999999,106.56243500000001
PARUNGPANJANG,2026,22615,10071.38,Tinggi,-6.345435999999999,106.56243500000001
PARUNGPANJANG,2027,23629,11367.71,Tinggi,-6.345435999999999,106.56243500000001
PARUNGPANJANG,2028,24688,11629.36,Tinggi,-6.345435999999999,106.56243500000001
PARUNGPANJANG,2029,25795,11629.36,Tinggi,-6.345435999999999,106.56243500000001
PASAREAN,2025,12434,6105.63,Sedang,-6.640707000000001,106.661553
PASAREAN,2026,12493,7224.9,Sedang,-6.640707000000001,106.661553
PASAREAN,2027,12551,8148.35,Sedang,-6.640707000000001,106.661553
PASAREAN,2028,12610,8341.18,Sedang,-6.640707000000001,106.661553
PASAREAN,2029,12670,8341.18,Sedang,-6.640707000000001,106.661553
PASIR ANGIN,2025,11037,5241.85,Sedang,-6.378576999999999,106.98256699999999
PASIR ANGIN,2026,11148,6191.13,Sedang,-6.378576999999999,106.98256699999999
PASIR ANGIN,2027,11259,6952.36,Sedang,-6.378576999999999,106.98256699999999
PASIR ANGIN,2028,11372,7180.74,Sedang,-6.378576999999999,106.98256699999999
PASIR ANGIN,2029,11486,7180.74,Sedang,-6.378576999999999,106.98256699999999
PASIR JAMBU,2025,13719,6969.65,Sedang,-6.532814,106.808988
PASIR JAMBU,2026,13751,8272.71,Sedang,-6.532814,106.808988
PASIR JAMBU,2027,13784,9372.81,Tinggi,-6.532814,106.808988
PASIR JAMBU,2028,13817,9492.01,Tinggi,-6.532814,106.808988
PASIR JAMBU,2029,13850,9492.01,Tinggi,-6.532814,106.808988
PASIR MADANG,2025,6063,25710.9,Rendah,-6.602905000000002,106.47019499999999
PASIR MADANG,2026,6286,3012.97,Rendah,-6.602905000000002,106.47019499999999
PASIR MADANG,2027,6517,3390.3,Rendah,-6.602905000000002,106.47019499999999
PASIR MADANG,2028,6757,3390.3,Rendah,-6.602905000000002,106.47019499999999
PASIR MADANG,2029,7006,3390.3,Rendah,-6.602905000000002,106.47019499999999
PASIR MUNCANG,2025,8347,4200.54,Rendah,-6.723548000000001,106.83115400000001
PASIR MUNCANG,2026,8379,4941.31,Sedang,-6.723548000000001,106.83115400000001
PASIR MUNCANG,2027,8412,5570.48,Sedang,-6.723548000000001,106.83115400000001
PASIR MUNCANG,2028,8445,5696.01,Sedang,-6.723548000000001,106.83115400000001
PASIR MUNCANG,2029,8478,5696.01,Sedang,-6.723548000000001,106.83115400000001
PASIR TANJUNG,2025,4517,23614.1,Rendah,-6.600833,107.142544
PASIR TANJUNG,2026,4537,27746.1,Rendah,-6.600833,107.142544
PASIR TANJUNG,2027,4556,3043.95,Rendah,-6.600833,107.142544
PASIR TANJUNG,2028,4576,3043.95,Rendah,-6.600833,107.142544
PASIR TANJUNG,2029,4595,3043.95,Rendah,-6.600833,107.142544
PASIRANGIN,2025,40892,21882.53,Tinggi,-6.368178,106.98617399999998
PASIRANGIN,2026,41710,26706.92,Tinggi,-6.368178,106.98617399999998
PASIRANGIN,2027,42544,27968.22,Tinggi,-6.368178,106.98617399999998
PASIRANGIN,2028,43395,27968.22,Tinggi,-6.368178,106.98617399999998
PASIRANGIN,2029,44263,27968.22,Tinggi,-6.368178,106.98617399999998
PASIREURIH,2025,13966,7114.24,Sedang,-6.637249,106.761807
PASIREURIH,2026,14245,8438.32,Sedang,-6.637249,106.761807
PASIREURIH,2027,14530,9564.8,Tinggi,-6.637249,106.761807
PASIREURIH,2028,14821,9676.91,Tinggi,-6.637249,106.761807
PASIREURIH,2029,15117,9676.91,Tinggi,-6.637249,106.761807
PASIRGAOK,2025,9398,4975.35,Sedang,-6.535817,106.72048300000002
PASIRGAOK,2026,9586,5865.68,Sedang,-6.535817,106.72048300000002
PASIRGAOK,2027,9778,6610.42,Sedang,-6.535817,106.72048300000002
PASIRGAOK,2028,9974,6766.82,Sedang,-6.535817,106.72048300000002
PASIRGAOK,2029,10173,6766.82,Sedang,-6.535817,106.72048300000002
PASIRJAYA,2025,8735,4009.55,Rendah,-6.743046,106.80425399999999
PASIRJAYA,2026,8884,4711.56,Sedang,-6.743046,106.80425399999999
PASIRJAYA,2027,9036,5295.17,Sedang,-6.743046,106.80425399999999
PASIRJAYA,2028,9191,5453.17,Sedang,-6.743046,106.80425399999999
PASIRJAYA,2029,9348,5453.17,Sedang,-6.743046,106.80425399999999
PASIRLAJA,2025,13508,6603.18,Sedang,-6.547213000000001,106.83848699999999
PASIRLAJA,2026,13699,7872.73,Sedang,-6.547213000000001,106.83848699999999
PASIRLAJA,2027,13893,8851.31,Tinggi,-6.547213000000001,106.83848699999999
PASIRLAJA,2028,14089,9086.33,Tinggi,-6.547213000000001,106.83848699999999
PASIRLAJA,2029,14288,9086.33,Tinggi,-6.547213000000001,106.83848699999999
PASIRMUKTI,2025,13926,5769.54,Sedang,-6.509253000000001,106.897496
PASIRMUKTI,2026,14472,6800.84,Sedang,-6.509253000000001,106.897496
PASIRMUKTI,2027,15041,7604.73,Sedang,-6.509253000000001,106.897496
PASIRMUKTI,2028,15631,7946.58,Sedang,-6.509253000000001,106.897496
PASIRMUKTI,2029,16244,7946.58,Sedang,-6.509253000000001,106.897496
PENGASINAN,2025,13368,6386.46,Sedang,-6.368499000000001,106.68977
PENGASINAN,2026,13491,7561.28,Sedang,-6.368499000000001,106.68977
PENGASINAN,2027,13616,8527.93,Sedang,-6.368499000000001,106.68977
PENGASINAN,2028,13741,8731.68,Tinggi,-6.368499000000001,106.68977
PENGASINAN,2029,13868,8731.68,Tinggi,-6.368499000000001,106.68977
PETIR,2025,15183,7693.61,Sedang,-6.6078,106.720525
PETIR,2026,15197,9155.17,Tinggi,-6.6078,106.720525
PETIR,2027,15210,10407.94,Tinggi,-6.6078,106.720525
PETIR,2028,15224,10456.49,Tinggi,-6.6078,106.720525
PETIR,2029,15237,10456.49,Tinggi,-6.6078,106.720525
PINGKU,2025,10015,4551.3,Rendah,-6.376690999999999,106.56725000000002
PINGKU,2026,10194,5357.08,Sedang,-6.376690999999999,106.56725000000002
PINGKU,2027,10375,6007.64,Sedang,-6.376690999999999,106.56725000000002
PINGKU,2028,10560,6224.52,Sedang,-6.376690999999999,106.56725000000002
PINGKU,2029,10748,6224.52,Sedang,-6.376690999999999,106.56725000000002
PONDOK UDIK,2025,9083,4123.86,Rendah,-6.491746999999999,106.74229399999999
PONDOK UDIK,2026,9277,4843.6,Sedang,-6.491746999999999,106.74229399999999
PONDOK UDIK,2027,9474,5439.92,Sedang,-6.491746999999999,106.74229399999999
PONDOK UDIK,2028,9676,5614.64,Sedang,-6.491746999999999,106.74229399999999
PONDOK UDIK,2029,9882,5614.64,Sedang,-6.491746999999999,106.74229399999999
PURASARI,2025,14008,6540.34,Sedang,-6.702083,106.59965900000002
PURASARI,2026,14193,7744.65,Sedang,-6.702083,106.59965900000002
PURASARI,2027,14381,8732.43,Tinggi,-6.702083,106.59965900000002
PURASARI,2028,14571,8948.33,Tinggi,-6.702083,106.59965900000002
PURASARI,2029,14763,8948.33,Tinggi,-6.702083,106.59965900000002
PURASEDA,2025,14652,3886.73,Rendah,-6.660858,106.59965900000002
PURASEDA,2026,16317,4493.18,Rendah,-6.660858,106.59965900000002
PURASEDA,2027,18172,4879.18,Sedang,-6.660858,106.59965900000002
PURASEDA,2028,20238,5454.54,Sedang,-6.660858,106.59965900000002
PURASEDA,2029,22538,5454.54,Sedang,-6.660858,106.59965900000002
PURWABAKTI,2025,8666,3929.9,Rendah,-6.731791999999999,106.635025
PURWABAKTI,2026,8833,4614.32,Rendah,-6.731791999999999,106.635025
PURWABAKTI,2027,9003,5186.83,Sedang,-6.731791999999999,106.635025
PURWABAKTI,2028,9177,5340.05,Sedang,-6.731791999999999,106.635025
PURWABAKTI,2029,9354,5340.05,Sedang,-6.731791999999999,106.635025
PURWASARI,2025,7581,4011.92,Rendah,-6.622104000000002,106.71609300000003
PURWASARI,2026,7732,4714.42,Sedang,-6.622104000000002,106.71609300000003
PURWASARI,2027,7887,5324.71,Sedang,-6.622104000000002,106.71609300000003
PURWASARI,2028,8045,5414.55,Sedang,-6.622104000000002,106.71609300000003
PURWASARI,2029,8206,5414.55,Sedang,-6.622104000000002,106.71609300000003
PUSPASARI,2025,14186,7140.6,Sedang,-6.475375999999999,106.87536599999999
PUSPASARI,2026,14204,8478.35,Sedang,-6.475375999999999,106.87536599999999
PUSPASARI,2027,14221,9612.9,Tinggi,-6.475375999999999,106.87536599999999
PUSPASARI,2028,14239,9721.07,Tinggi,-6.475375999999999,106.87536599999999
PUSPASARI,2029,14257,9721.07,Tinggi,-6.475375999999999,106.87536599999999
PUTAT NUTUG,2025,14351,7218.35,Sedang,-6.4657160000000005,106.66744800000001
PUTAT NUTUG,2026,14374,8575.38,Sedang,-6.4657160000000005,106.66744800000001
PUTAT NUTUG,2027,14397,9723.99,Tinggi,-6.4657160000000005,106.66744800000001
PUTAT NUTUG,2028,14420,9828.69,Tinggi,-6.4657160000000005,106.66744800000001
PUTAT NUTUG,2029,14443,9828.69,Tinggi,-6.4657160000000005,106.66744800000001
RABAK,2025,15897,6827.45,Sedang,-6.457630999999999,106.646497
RABAK,2026,16335,8080.74,Sedang,-6.457630999999999,106.646497
RABAK,2027,16784,9090.5,Tinggi,-6.457630999999999,106.646497
RABAK,2028,17245,9370.59,Tinggi,-6.457630999999999,106.646497
RABAK,2029,17719,9370.59,Tinggi,-6.457630999999999,106.646497
RAGAJAYA,2025,27610,11356.16,Tinggi,-6.448278,106.786354
RAGAJAYA,2026,28664,13609.86,Tinggi,-6.448278,106.786354
RAGAJAYA,2027,29759,15332.88,Tinggi,-6.448278,106.786354
RAGAJAYA,2028,30896,15332.88,Tinggi,-6.448278,106.786354
RAGAJAYA,2029,32076,15332.88,Tinggi,-6.448278,106.786354
