nama_provinsi,nama_kabupaten,nama_kecamatan,nama_kelurahan,latitude,longitude
JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,WANAHERANG,-641.534.741.831.552,106.944.725.652.308
JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,BOJONG KULUR,-63.199.296.884.839,106.968.693.891.321
JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,CIANGSANA,-63.586.371.963.985,106.956.520.603.805
JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,GUNUNG PUTRI,-642.877.421.459.399,106.922.346.875.011
JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,BOJONG NANGKA,-642.886.459.449.679,106.924.055.401.173
JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,TLAJUNG UDIK,-644.595.459.199.253,10.691.244.110.589
JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,CICADAS,-643.202.740.723.859,106.928.332.782.209
JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,CIKEAS UDIK,-640.543.171.832.865,106.935.465.798.453
JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,NAGRAK,-661.854.995.105.859,106.856.188.360.571
JAWA BARAT,KABUPATEN BOGOR,GUNUNG PUTRI,KARANGGAN,-645.838.186.462.006,106.885.688.889.531
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,PUSPASARI,-64.753.764.986.759,106.875.366.189.273
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,CITEUREUP,-648.822.068.611.909,106.881.613.833.779
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,LEUWINUTUG,-651.410.566.102.532,106.863.292.730.976
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,TAJUR,-648.936.695.047.871,106.879.769.135.837
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,SANJA,-650.512.960.274.467,106.867.989.901.754
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,KARANG ASEM TIMUR,-649.836.260.101.087,106.878.316.699.309
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,TARIKOLOT,-649.919.209.922.278,106.891.594.804.465
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,GUNUNGSARI,-649.878.890.339.671,106.903.398.099.623
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,TANGKIL,-653.839.620.480.928,106.870.940.397.964
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,SUKAHATI,-651.482.250.255.087,106.885.486.240.243
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,HAMBALANG,-655.268.125.547.241,106.900.284.039.461
JAWA BARAT,KABUPATEN BOGOR,CITEUREUP,PASIRMUKTI,-650.925.320.481.565,106.897.496.408.182
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,GUNUNGGEULIS,-663.081.619.558.469,106.884.818.699.492
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CILEBUT TIMUR,-652.669.560.141.663,106.801.654.253.786
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CILEBUT BARAT,-653.018.383.363.828,10.679.746.821.972
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CIBANON,-66.339.304.976.846,106.850.156.786.903
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,NAGRAK,-661.854.995.105.859,106.856.188.360.571
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,SUKATANI,-661.011.409.568.753,106.839.962.297.329
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,SUKARAJA,-652.616.907.598.492,106.800.288.920.431
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CIKEAS,-659.325.340.345.282,106.844.387.503.639
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,PASIR JAMBU,-653.281.357.684.749,10.680.898.847.377
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CIMANDALA,-653.508.639.202.604,106.821.234.005.781
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CIJUJUNG,-653.675.020.317.731,106.833.357.200.353
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,CADASNGAMPAR,-657.403.200.168.424,106.842.912.400.088
JAWA BARAT,KABUPATEN BOGOR,SUKARAJA,PASIRLAJA,-654.721.260.055.963,106.838.487.299.082
JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,CIJAYANTI,-659.011.029.986.018,106.865.755.700.061
JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,SUMURBATU,-658.335.941.075.985,106.884.438.598.278
JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,SENTUL,-651.818.790.035.445,106.849.630.399.081
JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,KARANGTENGAH,-657.580.991.602.948,106.893.568.321.192
JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,CIPAMBUAN,-656.242.080.103.822,106.844.387.501.684
JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,KADUMANGGU,-654.064.550.659.096,106.853.412.696.649
JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,CITARINGGUL,-656.795.480.198.468,106.859.214.199.126
JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,KARANGTENGAH,-657.580.991.602.948,106.893.568.321.192
JAWA BARAT,KABUPATEN BOGOR,BABAKAN MADANG,BOJONG KONENG,-660.032.419.652.566,106.891.928.195.133
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKAMAJU,-645.817.622.191.731,107.059.503.182.159
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKAGALIH,-64.765.147.872.983,107.104.146.509.966
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SINGAJAYA,-645.974.690.929.585,107.042.296.100.936
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKASIRNA,-649.085.510.177.013,107.059.849.101.377
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKANEGARA,-65.228.467.072.433,10.702.441.709.828
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKAMANAH,-644.207.365.297.893,107.062.801.833.508
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,WENINGGALIH,-646.134.769.974.781,107.098.239.698.417
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,CIBODAS,-651.340.217.355.284,10.700.079.870.407
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,JONGGOL,-645.974.688.924.721,107.042.296.076.835
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,BENDUNGAN,-649.004.030.057.598,107.083.473.401.608
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SINGASARI,-646.664.638.740.472,107.018.512.298.352
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,BALEKAMBANG,-651.321.261.218.105,107.080.520.206.489
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKAJAYA,-654.378.781.808.548,107.012.507.018.467
JAWA BARAT,KABUPATEN BOGOR,JONGGOL,SUKAGALIH,-64.765.147.872.983,107.104.146.509.966
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,PASIRANGIN,-636.817.813.140.729,106.986.173.574.693
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,MEKARSARI,-640.227.180.491.886,106.970.494.097.809
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,MAMPIR,-64.289.221.997.618,106.997.846.600.503
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,DAYEUH,-643.258.745.247.741,106.965.375.607.749
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,GANDOANG,-641.053.566.765.825,107.012.520.458.836
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,JATISARI,-641.175.029.558.774,107.050.990.593.148
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,CILEUNGSI KIDUL,-640.718.980.177.841,106.973.329.002.713
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,CIPEUCANG,-642.239.339.596.265,107.039.179.805.274
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,SITUSARI,-642.811.839.917.976,107.021.464.702.386
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,CIPENJO,-639.169.489.751.029,106.991.140.203.182
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,LIMUSNUNGGAL,-636.168.675.628.814,106.976.239.234.289
JAWA BARAT,KABUPATEN BOGOR,CILEUNGSI,CILEUNGSI,-640.227.180.243.611,10.697.049.410.922
JAWA BARAT,KABUPATEN BOGOR,CARIU,KARYAMEKAR,-655.075.640.579.234,107.107.099.998.804
JAWA BARAT,KABUPATEN BOGOR,CARIU,CARIU,-650.274.799.931.979,10.713.289.159.899
JAWA BARAT,KABUPATEN BOGOR,CARIU,CIKUTAMAHI,-654.869.212.669.023,107.166.176.680.018
JAWA BARAT,KABUPATEN BOGOR,CARIU,KUTAMEKAR,-651.833.940.594.286,107.154.360.071.414
JAWA BARAT,KABUPATEN BOGOR,CARIU,CARIU,-650.274.799.931.979,10.713.289.159.899
JAWA BARAT,KABUPATEN BOGOR,CARIU,MEKARWANGI,-652.244.380.003.215,107.110.053.399.749
JAWA BARAT,KABUPATEN BOGOR,CARIU,BANTARKUNING,-655.977.820.253.845,107.142.544.199.235
JAWA BARAT,KABUPATEN BOGOR,CARIU,SUKAJADI,-648.984.340.007.222,107.163.222.397.705
JAWA BARAT,KABUPATEN BOGOR,CARIU,TEGALPANJANG,-649.148.039.818.619,107.115.960.499.911
JAWA BARAT,KABUPATEN BOGOR,CARIU,CIBATUTIGA,-653.967.321.085,107.130.728.895.898
JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,WARGAJAYA,-661.525.460.649.167,107.024.417.112.426
JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,PABUARAN,-654.541.301.332.081,106.965.375.586.742
JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,SUKADAMAI,-655.486.549.468.384,107.062.802.003.698
JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,SUKAWANGI,-665.135.805.983.812,107.033.289.016.271
JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,CIBADAK,-656.984.119.145.902,106.955.230.497.442
JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,SUKARESMI,-653.228.920.228.975,107.048.037.796.504
JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,SUKAMULYA,-658.525.972.829.081,107.000.798.663.496
JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,SUKAHARJA,-660.415.322.638.763,107.048.037.749.575
JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,SIRNAJAYA,-661.602.138.427.555,107.001.037.197.226
JAWA BARAT,KABUPATEN BOGOR,SUKAMAKMUR,SUKAMAKMUR,-658.525.969.829.935,107.000.798.693.507
JAWA BARAT,KABUPATEN BOGOR,PARUNG,PARUNG,-642.227.377.726.805,106.732.649.605.443
JAWA BARAT,KABUPATEN BOGOR,PARUNG,IWUL,-645.900.129.725.278,106.714.618.398.375
JAWA BARAT,KABUPATEN BOGOR,PARUNG,BOJONGSEMPU,-644.780.150.268.288,106.704.299.096.486
JAWA BARAT,KABUPATEN BOGOR,PARUNG,WARU,-641.776.399.840.146,106.720.515.401.531
JAWA BARAT,KABUPATEN BOGOR,PARUNG,JAMPANG,-64.740.017.027.506,106.726.412.499.787
JAWA BARAT,KABUPATEN BOGOR,PARUNG,PONDOK UDIK,-649.174.740.204.773,10.674.229.429.984
JAWA BARAT,KABUPATEN BOGOR,PARUNG,TEGAL,-648.808.310.702.394,10.671.688.890.278
JAWA BARAT,KABUPATEN BOGOR,PARUNG,BOJONGBARU,-64.763.456.784.789,106.808.988.508.515
JAWA BARAT,KABUPATEN BOGOR,PARUNG,CIMANGGIS,-647.921.091.518.763,106.800.139.589.387
JAWA BARAT,KABUPATEN BOGOR,GUNUNG SINDUR,SUSUKAN,-647.201.519.640.033,106.792.169.591.542
JAWA BARAT,KABUPATEN BOGOR,GUNUNG SINDUR,RAGAJAYA,-644.827.845.669.581,106.786.353.502.179
JAWA BARAT,KABUPATEN BOGOR,GUNUNG SINDUR,KEDUNGWARINGIN,-649.747.420.003.879,106.791.290.997.566
JAWA BARAT,KABUPATEN BOGOR,GUNUNG SINDUR,WARINGINJAYA,-650.907.520.091.327,106.789.816.304.786
JAWA BARAT,KABUPATEN BOGOR,GUNUNG SINDUR,RAWAPANJANG,-646.069.309.623.878,10.681.045.159.419
JAWA BARAT,KABUPATEN BOGOR,GUNUNG SINDUR,BOJONGGEDE,-647.921.091.518.763,106.800.139.589.387
JAWA BARAT,KABUPATEN BOGOR,GUNUNG SINDUR,LEUWILIANG,-65.741.479.322.487,10.663.200.664.214
JAWA BARAT,KABUPATEN BOGOR,GUNUNG SINDUR,PURASARI,-670.208.349.892.598,10.659.965.948.981
JAWA BARAT,KABUPATEN BOGOR,GUNUNG SINDUR,KARYASARI,-663.952.973.940.505,106.623.205.138.119
JAWA BARAT,KABUPATEN BOGOR,GUNUNG SINDUR,PABANGBON,-662.006.344.521.199,106.587.874.023.791
JAWA BARAT,KABUPATEN BOGOR,KEMANG,KARACAK,-661.845.179.644.856,10.663.502.500.369
JAWA BARAT,KABUPATEN BOGOR,KEMANG,BARENGKOK,-659.786.689.902.527,106.635.025.001.017
JAWA BARAT,KABUPATEN BOGOR,KEMANG,LEUWIMEKAR,-658.510.520.087.431,106.632.077.701.804
JAWA BARAT,KABUPATEN BOGOR,KEMANG,PURASEDA,-666.085.809.463.764,106.599.659.491.526
JAWA BARAT,KABUPATEN BOGOR,KEMANG,CIBEBER I,-657.007.420.844.703,106.620.288.672.018
JAWA BARAT,KABUPATEN BOGOR,KEMANG,CIBEBER II,-660.114.308.865.622,106.614.394.407.048
JAWA BARAT,KABUPATEN BOGOR,KEMANG,KAREHKEL,-654.920.252.830.308,10.663.783.843.083
JAWA BARAT,KABUPATEN BOGOR,KEMANG,CIAMPEA,-655.491.545.300.343,106.695.905.759.329
JAWA BARAT,KABUPATEN BOGOR,BOJONG GEDE,CINANGKA,-659.311.488.535.965,106.696.927.192.263
JAWA BARAT,KABUPATEN BOGOR,BOJONG GEDE,CIHIDEUNGUDIK,-658.354.216.838.462,106.718.772.602.252
JAWA BARAT,KABUPATEN BOGOR,BOJONG GEDE,BOJONGJENGKOL,-657.688.281.242.856,106.711.233.879.413
JAWA BARAT,KABUPATEN BOGOR,BOJONG GEDE,TEGALWARU,-657.260.960.423.258,106.696.928.503.181
JAWA BARAT,KABUPATEN BOGOR,BOJONG GEDE,TEGALLEGA,-646.580.760.188.542,106.587.872.303.034
JAWA BARAT,KABUPATEN BOGOR,BOJONG GEDE,CIBUNTU,-659.358.359.897.279,10.668.513.599.925
JAWA BARAT,KABUPATEN BOGOR,BOJONG GEDE,CICADAS,-657.815.399.875.334,106.685.136.001.664
JAWA BARAT,KABUPATEN BOGOR,BOJONG GEDE,CIBADAK,-65.612.925.746.784,106.689.558.116.881
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,BOJONGRANGKAS,-655.852.150.135.239,106.695.454.400.659
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,CIHIDEUNGHILIR,-657.046.889.710.848,106.721.989.599.775
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,CIBANTENG,-655.547.041.478.689,106.710.212.214.806
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,BENTENG,-655.494.210.113.729,106.696.162.611.214
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,CIAMPEA UDIK,-66.129.264.960.753,10.668.366.199.827
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,SITU UDIK,-662.052.091.146.592,106.649.762.294.141
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,SITU ILIR,-660.488.060.321.669,10.665.565.750.518
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,CEMPLANG,-657.496.618.966.556,106.660.664.111.814
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,CIBATOK I,-658.009.259.521.444,106.665.974.180.624
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,CIARUTEUN UDIK,-660.427.569.965.002,106.673.344.098.909
JAWA BARAT,KABUPATEN BOGOR,LEUWILIANG,LEUWEUNGKOLOT,-655.798.819.940.089,10.667.334.409.744
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,CIMANGGU I,-656.209.469.804.978,106.665.974.601.826
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,CIMANGGU II,-657.000.819.534.763,106.660.079.099.553
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,DUKUH,-656.506.633.834.248,106.654.183.751.371
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,CIJUJUNG,-654.830.659.534.549,106.655.657.499.383
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,CIARUTEUN ILIR,-65.425.667.975.831,106.673.344.107.575
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,CIBATOK II,-657.988.230.027.117,106.665.406.099.748
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,SUKAMAJU,-658.941.817.906.062,106.655.686.070.222
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,GALUGA,-656.413.108.092.476,106.643.867.301.629
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,GIRIMULYA,-656.940.620.083.647,106.677.765.997.266
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,PURWABAKTI,-673.179.168.694.191,106.635.025.017.386
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,CIBUNIAN,-67.115.775.373.222,106.623.235.926.192
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,CIBITUNGWETAN,-664.672.370.496.991,106.637.959.315.963
JAWA BARAT,KABUPATEN BOGOR,CIAMPEA,GUNUNGMENYAN,-66.250.615.034.029,106.667.448.403.797
